#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
ディアブロメイルα,0,6,0,0,0,13,54,74,3,-2,0,-3,2,ＫＯ術,2,火事場力,1,角竜の奥義,1,,,,,角竜の堅殻,4,角竜の堅甲,3,上質なねじれた角,2,ライトクリスタル,2,86,龍脈石のかけら,1,鳥竜玉,1,0,1040
ディアブロメイルβ,0,6,2,0,0,13,54,74,3,-2,0,-3,2,ＫＯ術,2,角竜の奥義,1,,,,,,,角竜の堅殻,4,角竜の堅甲,3,上質なねじれた角,2,ライトクリスタル,2,86,龍脈石のかけら,1,鳥竜玉,1,0,1050
ディアネロメイルα,0,7,1,0,0,13,56,68,2,-3,0,-4,2,逆恨み,2,角竜の奥義,1,,,,,,,黒角竜の堅殻,4,黒角竜の堅甲,3,上質な黒巻き角,1,角竜の延髄,2,82,龍脈石,1,竜玉,1,0,1060
ディアネロメイルβ,0,7,2,1,0,13,56,68,2,-3,0,-4,2,逆恨み,1,角竜の奥義,1,,,,,,,黒角竜の堅殻,4,黒角竜の堅甲,3,上質な黒巻き角,1,角竜の延髄,2,82,龍脈石,1,竜玉,1,0,1070
ガンキンメイルα,0,7,1,0,0,13,60,72,4,-3,1,-2,-2,破壊王,2,爆鎚竜の守護,1,,,,,,,爆鎚竜の堅殻,6,爆鎚竜の耐熱殻,3,爆鎚竜の顎,2,爆鎚竜の紅玉,1,86,龍脈石,1,竜玉,1,0,1080
ガンキンメイルβ,0,7,3,0,0,13,60,72,4,-3,1,-2,-2,破壊王,1,爆鎚竜の守護,1,,,,,,,爆鎚竜の堅殻,6,爆鎚竜の耐熱殻,3,爆鎚竜の顎,2,爆鎚竜の紅玉,1,86,龍脈石,1,竜玉,1,0,1090
バゼルメイルα,0,7,0,0,0,13,58,70,3,1,-4,-2,-2,ガード性能,2,爆破やられ耐性,2,爆鱗竜の守護,1,,,,,爆鱗竜の上鱗,4,爆鱗竜の堅殻,4,爆鱗竜の爆腺,1,爆鎚竜の耐熱殻,2,84,龍脈石,1,竜玉,1,0,1100
バゼルメイルβ,0,7,1,1,0,13,58,70,3,1,-4,-2,-2,ガード性能,2,爆鱗竜の守護,1,,,,,,,爆鱗竜の上鱗,4,爆鱗竜の堅殻,4,爆鱗竜の爆腺,1,爆鎚竜の耐熱殻,2,84,龍脈石,1,竜玉,1,0,1110
ダマスクメイルα,0,7,1,0,0,14,60,72,4,-2,0,0,0,集中,2,防御,2,,,,,,,古龍の血,2,ユニオン鉱石,3,爆鎚竜の耐熱殻,3,獄炎石,1,86,龍脈石,1,竜玉,1,0,1120
ダマスクメイルβ,0,7,1,1,1,14,60,72,4,-2,0,0,0,集中,2,,,,,,,,,古龍の血,2,ユニオン鉱石,3,爆鎚竜の耐熱殻,3,獄炎石,1,86,龍脈石,1,竜玉,1,0,1130
ドーベルメイルα,0,7,1,0,0,14,60,72,-2,0,-1,-1,4,攻撃,2,キノコ大好き,1,,,,,,,古龍骨,3,上質な堅骨,3,角竜の延髄,1,いにしえの龍骨,1,86,龍脈石,1,竜玉,1,0,1140
ドーベルメイルβ,0,7,3,0,0,14,60,72,-2,0,-1,-1,4,攻撃,2,,,,,,,,,古龍骨,3,上質な堅骨,3,角竜の延髄,1,いにしえの龍骨,1,86,龍脈石,1,竜玉,1,0,1150
デスギアムスケルα,0,7,0,0,0,14,62,74,3,2,-2,3,-4,不屈,1,属性解放／装填拡張,1,,,,,,,禍々しい布,2,いにしえの龍骨,1,屍套龍の被膜,1,モンスターの濃汁,2,88,龍脈石,1,竜玉,1,0,1160
デスギアムスケルβ,0,7,3,0,0,14,62,74,3,2,-2,3,-4,不屈,1,,,,,,,,,禍々しい布,2,いにしえの龍骨,1,屍套龍の被膜,1,モンスターの濃汁,2,88,龍脈石,1,竜玉,1,0,1170
オーグメイルα,0,8,1,0,0,14,64,70,1,1,-3,1,-3,スタミナ急速回復,2,挑戦者,1,滅尽龍の飢餓,1,,,,,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の尖爪,2,古龍骨,3,84,大龍脈石,1,古龍骨,2,0,1180
オーグメイルβ,0,8,2,1,0,14,64,70,1,1,-3,1,-3,スタミナ急速回復,2,滅尽龍の飢餓,1,,,,,,,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の尖爪,2,古龍骨,3,84,大龍脈石,1,古龍骨,2,0,1190
カイザーメイルα,0,8,0,0,0,14,64,70,3,-3,1,-3,1,特殊射撃強化,2,力の解放,1,炎王龍の武技,1,,,,,炎王龍の堅殻,5,炎龍の翼,4,炎龍の塵粉,4,火竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1200
カイザーメイルβ,0,8,1,1,0,14,64,70,3,-3,1,-3,1,特殊射撃強化,2,炎王龍の武技,1,,,,,,,炎王龍の堅殻,5,炎龍の翼,4,炎龍の塵粉,4,火竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1210
クシャナディールα,0,8,0,0,0,14,64,70,0,2,-3,4,-2,匠,2,集中,1,鋼龍の飛翔,1,,,,,鋼龍の堅殻,5,鋼龍の尖角,3,鋼龍の尖爪,2,鋼龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1220
クシャナディールβ,0,8,2,0,0,14,64,70,0,2,-3,4,-2,匠,2,鋼龍の飛翔,1,,,,,,,鋼龍の堅殻,5,鋼龍の尖角,3,鋼龍の尖爪,2,鋼龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1230
ウルズメイルα,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,回復速度,2,龍属性攻撃強化,1,屍套龍の命脈,1,,,,,屍套龍の堅殻,5,屍套龍の鋭牙,3,屍套龍の尻尾,2,惨爪竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1240
ウルズメイルβ,0,8,1,1,0,14,64,70,-4,4,1,-1,-3,回復速度,2,屍套龍の命脈,1,,,,,,,屍套龍の堅殻,5,屍套龍の鋭牙,3,屍套龍の尻尾,2,惨爪竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1250
キリンベストα,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,精霊の加護,2,雷属性攻撃強化,1,幻獣の恩寵,1,,,,,幻獣の上皮,3,幻獣の蒼角,1,幻獣の雷尾,2,ユニオン鉱石,4,84,大龍脈石,1,古龍骨,2,0,1260
キリンベストβ,0,8,1,0,0,14,64,70,-3,-2,4,-2,2,精霊の加護,2,幻獣の恩寵,1,,,,,,,幻獣の上皮,3,幻獣の蒼角,1,幻獣の雷尾,2,ユニオン鉱石,4,84,大龍脈石,1,古龍骨,2,0,1270
ゼノラージハイドα,0,8,1,0,0,16,72,78,-3,2,2,2,-4,強化持続,2,属性やられ耐性,1,冥灯龍の神秘,1,,,,,冥灯龍の幽角,3,冥灯龍の幽鱗,6,冥灯龍の幽翼,3,冥灯龍の幽玉,1,92,大龍脈石,1,古龍骨,2,0,1280
ゼノラージハイドβ,0,8,1,1,0,16,72,78,-3,2,2,2,-4,強化持続,2,冥灯龍の神秘,1,,,,,,,冥灯龍の幽角,3,冥灯龍の幽鱗,6,冥灯龍の幽翼,3,冥灯龍の幽玉,1,92,大龍脈石,1,古龍骨,2,0,1290
ギルドクロススーツα,0,8,1,0,0,15,62,68,0,0,0,0,0,死中に活,1,氷耐性,2,ギルドの導き,1,,,,,撃龍王のコイン,2,獣竜コイン,3,狩猟王のコイン,2,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1300
ギルドクロススーツβ,0,8,3,0,0,15,62,68,0,0,0,0,0,死中に活,1,ギルドの導き,1,,,,,,,撃龍王のコイン,2,獣竜コイン,3,狩猟王のコイン,2,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1310
シーカーベストα,0,8,0,0,0,50,70,76,2,2,2,2,2,広域化,2,クライマー,1,調査団の導き,1,,,,,調査団チケット,1,惨爪竜の上鱗,8,オオツノアゲハ,3,勇気の証Ｇ,2,90,大龍脈石,1,古龍骨,2,0,1320
シーカーベストβ,0,8,1,0,0,50,70,76,2,2,2,2,2,広域化,2,調査団の導き,1,,,,,,,調査団チケット,1,惨爪竜の上鱗,8,オオツノアゲハ,3,勇気の証Ｇ,2,90,大龍脈石,1,古龍骨,2,0,1330
バンギスメイルα,0,7,2,0,0,13,58,70,1,1,-3,2,-3,早食い,1,匠,1,,,,,,,恐暴竜の黒鱗,3,恐暴竜の黒皮,4,恐暴竜の唾液,2,堅竜骨,4,84,龍脈石,1,竜玉,1,0,1340
バンギスメイルβ,0,7,3,0,0,13,58,70,1,1,-3,2,-3,早食い,1,,,,,,,,,恐暴竜の黒鱗,3,恐暴竜の黒皮,4,恐暴竜の唾液,2,堅竜骨,4,84,龍脈石,1,竜玉,1,0,1350
マムガイラメイルα,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,気絶耐性,2,超会心,2,,,,,,,爛輝龍の金鱗,12,爛輝龍の金塊,18,爛輝龍の金尾殻,4,冥灯龍の幽玉,1,92,大龍脈石,1,古龍骨,2,0,1360
マムガイラメイルβ,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,気絶耐性,2,超会心,1,,,,,,,爛輝龍の金鱗,12,爛輝龍の金塊,18,爛輝龍の金尾殻,4,冥灯龍の幽玉,1,92,大龍脈石,1,古龍骨,2,0,1370
エンプレスメイルα,0,8,1,1,0,16,70,76,3,1,1,-3,-2,フルチャージ,2,体力増強,1,炎妃龍の恩寵,1,,,,,炎妃龍の尖角,2,炎妃龍の上鱗,4,炎妃龍のたてがみ,2,炎妃龍の宝玉,1,90,大龍脈石,1,古龍骨,2,0,1380
エンプレスメイルβ,0,8,1,1,1,16,70,76,3,1,1,-3,-2,フルチャージ,2,炎妃龍の恩寵,1,,,,,,,炎妃龍の尖角,2,炎妃龍の上鱗,4,炎妃龍のたてがみ,2,炎妃龍の宝玉,1,90,大龍脈石,1,古龍骨,2,0,1390
ブロッサムベストα,0,5,1,1,0,11,40,62,1,1,4,1,1,納刀術,1,,,,,,,,,開花チケット,3,カブレライト鉱石,3,,,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,1400
ダイバースーツα,0,5,2,0,0,11,46,68,1,4,1,1,1,見切り,1,,,,,,,,,納涼チケット,1,カブレライト鉱石,1,上質な堅骨,1,,,84,龍脈石のかけら,1,いにしえの龍骨,1,0,1410
ハーベストトロンコα,0,6,2,1,0,13,52,72,4,1,1,1,1,耐震,1,,,,,,,,,豊穣チケット,1,堅竜骨,2,尖竜骨,1,,,84,龍脈石のかけら,1,鳥竜玉,1,0,1420
オリオンベストα,0,6,3,0,0,13,58,78,1,1,1,4,1,ひるみ軽減,1,,,,,,,,,煌めきチケット,1,ユニオン鉱石,2,堅竜骨,1,,,90,龍脈石のかけら,1,鳥竜玉,1,0,1430
フルドレススーツα,0,7,2,1,1,14,64,76,1,1,1,1,4,抜刀術【技】,1,アステラの祝福,1,,,,,,,感謝チケット,3,古龍骨,2,勇気の証G,2,,,90,龍脈石,1,竜玉,1,0,1440
パピオムペットα,1,5,0,0,0,11,42,64,-1,-1,2,0,2,体力増強,2,気絶耐性,1,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1450
パピオムペットβ,1,5,1,0,0,11,42,64,-1,-1,2,0,2,体力増強,2,,,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1460
クインビートペットα,2,5,0,0,0,11,42,64,-1,-1,2,0,2,体力増強,2,気絶耐性,1,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1470
クインビートペットβ,2,5,1,0,0,11,42,64,-1,-1,2,0,2,体力増強,2,,,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1480
ウルズメイルγ,0,8,3,0,0,50,72,78,-4,4,1,-1,-3,フルチャージ,1,体力回復量ＵＰ,1,屍套龍の命脈,1,,,,,屍套龍チケット,1,死屍の龍鱗,5,屍套龍の堅殻,4,屍套龍の被膜,3,92,大龍脈石,1,古龍骨,2,0,1490
キリンベストγ,0,8,1,1,0,50,72,78,-3,-2,4,-2,2,属性解放／装填拡張,2,幻獣の恩寵,1,,,,,,,幻獣チケット,1,幻獣の上皮,4,幻獣の蒼角,3,古龍の血,3,92,大龍脈石,1,古龍骨,2,0,1500
カイザーメイルγ,0,8,2,0,0,50,72,78,3,-3,1,-3,1,力の解放,2,弱点特効,1,炎王龍の武技,1,,,,,炎王龍チケット,1,炎王龍の堅殻,5,炎王龍の尖角,2,炎王龍の尻尾,2,92,大龍脈石,1,古龍骨,2,0,1510
クシャナディールγ,0,8,2,0,0,50,72,78,0,2,-3,4,-2,氷属性攻撃強化,3,回避距離ＵＰ,1,鋼龍の飛翔,1,,,,,鋼龍チケット,1,鋼の上龍鱗,4,鋼龍の堅殻,4,鋼龍の翼,2,92,大龍脈石,1,古龍骨,2,0,1520
オーグメイルγ,0,8,3,2,1,50,72,78,1,1,-3,1,-3,渾身,1,滅尽龍の飢餓,1,,,,,,,滅尽龍チケット,1,滅尽龍の大角,2,滅尽龍の堅殻,6,滅尽龍の宝玉,1,92,大龍脈石,1,古龍骨,2,0,1530
ゾラマグナハイドγ,0,8,1,1,1,50,72,78,4,-3,-1,-2,-3,耐震,2,熔山龍の奥義,1,,,,,,,熔山龍チケット,1,熔山龍の熱鱗,5,熔山龍の背甲,1,熔山龍の岩殻,4,92,大龍脈石,1,古龍骨,2,0,1540
ゼノラージハイドγ,0,8,1,1,0,50,72,78,-3,2,2,2,-4,ひるみ軽減,2,冥灯龍の神秘,1,,,,,,,冥灯龍チケット,1,冥灯龍の幽鱗,5,冥灯龍の白殻,4,冥灯龍の幽角,2,92,大龍脈石,1,古龍骨,2,0,1550
エンプレスメイルγ,0,8,3,0,0,50,70,76,3,1,1,-3,-2,耳栓,2,整備,1,炎妃龍の恩寵,1,,,,,炎妃龍チケット,1,炎妃龍の堅殻,4,炎妃龍の尖角,1,炎妃龍の翼,2,90,大龍脈石,1,古龍骨,2,0,1560
マムガイラメイルγ,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,匠,2,挑戦者,1,,,,,,,爛輝龍の皇金塊,7,爛輝龍の金鱗,15,爛輝龍の金殻,12,爛輝龍の金塊,36,92,大龍脈石,1,古龍骨,2,0,1570
蒼星ノ将【鎧】α,0,7,2,0,0,13,56,68,2,2,0,0,3,匠,1,火竜の奥義,1,,,,,,,蒼星の宝玉,1,蒼火竜の上鱗,6,蒼火竜の翼,4,火竜の延髄,2,82,龍脈石,1,竜玉,1,0,1580
ダンテコートα,0,8,3,0,0,14,64,70,3,-3,3,-3,3,回避性能,1,見切り,1,,,,,,,レッドオーブ,1,惨爪竜の大硬筋,6,惨爪竜の尖爪,4,惨爪竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1590
ドラケンメイルα,0,8,3,0,0,16,72,78,-2,-2,3,-2,4,見切り,2,超会心,1,竜騎士の証,1,,,,,魔獣のたてがみ,2,魔獣の堅骨,3,魔獣の裂爪,2,いにしえの龍骨,2,92,大龍脈石,1,古龍骨,2,0,1600
オリジンメイル,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,龍脈石のかけら,1,ユニオン鉱石,3,0,1610
ガーディアンスーツα,0,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,体力回復量ＵＰ,1,,,,,,,※配布,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,1620
アーロイボディα,0,5,1,1,0,11,46,68,1,1,1,1,1,ランナー,2,蛮顎竜の闘志,1,,,,,,,※ワンセット,0,,,,,,,84,龍脈石のかけら,1,いにしえの龍骨,1,1,1630
アーロイボディγ,0,8,1,1,0,50,64,70,1,1,1,1,1,ランナー,2,滑走強化,1,蛮顎竜の闘志,1,,,,,※ワンセット,0,,,,,,,84,大龍脈石,1,古龍骨,2,1,1640
リュウボディ,0,2,0,0,0,3,12,44,2,0,5,-3,2,体力増強,1,,,,,,,,,※ワンセット,0,,,,,,,70,龍脈石のかけら,1,ユニオン鉱石,3,1,1650
リュウボディα,0,7,1,1,0,14,60,72,2,0,5,-3,2,体力増強,1,死中に活,1,火竜の奥義,1,,,,,※ワンセット,0,,,,,,,86,龍脈石,1,竜玉,1,1,1660
さくらボディα,0,6,1,1,0,13,50,70,0,4,0,4,-2,スタミナ急速回復,1,死中に活,1,桜火竜の奥義,1,,,,,※ワンセット,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,1,1670
ゲラルトボディα,0,8,1,1,0,16,70,76,2,1,-2,-1,3,体力増強,3,攻撃,2,ウィッチャーの心得,1,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1680
シリボディα,0,8,3,0,0,50,70,76,-2,-1,2,1,3,回避性能,2,精霊の加護,2,,,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1690
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700
EXボーンメイルα,0,9,2,0,0,M1,114,130,2,0,2,0,2,攻撃,2,体力増強,1,,,,,,,頑強な重骨,2,強竜骨,2,荒々しい蛮骨,1,,,152,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボーンメイルβ,0,9,4,1,0,M1,114,130,2,0,2,0,2,攻撃,1,,,,,,,,,頑強な重骨,2,強竜骨,2,荒々しい蛮骨,1,,,152,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイメイルα,0,9,3,0,0,M1,114,130,-2,0,-2,-2,0,水耐性,2,防御,1,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,龍脈の結晶,2,,,152,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイメイルβ,0,9,4,1,0,M1,114,130,-2,0,-2,-2,0,水耐性,1,,,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,龍脈の結晶,2,,,152,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴメイルα,0,9,2,1,0,M1,116,132,-2,1,1,1,2,風圧耐性,2,,,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,1,頑強な重骨,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴメイルβ,0,9,4,1,0,M1,116,132,-2,1,1,1,2,風圧耐性,1,,,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,1,頑強な重骨,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスメイルα,0,9,2,1,0,M1,116,132,-1,-1,0,0,2,瘴気環境適応,1,腹減り耐性,2,,,,,,,カンタロスの斬羽,1,モンスターの特濃,1,エルトライト鉱石,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスメイルβ,0,9,4,2,1,M1,116,132,-1,-1,0,0,2,瘴気環境適応,1,,,,,,,,,カンタロスの斬羽,1,モンスターの特濃,1,エルトライト鉱石,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルノスマントα,0,9,2,2,0,M1,116,132,1,1,0,1,-2,熱ダメージ無効,1,防御力ＤＯＷＮ耐性,2,,,,,,,バルノスの剛爪,２,翼竜の特上皮,2,メランジェ鉱石,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバルノスマントβ,0,9,4,2,0,M1,116,132,1,1,0,1,-2,熱ダメージ無効,1,防御力ＤＯＷＮ耐性,1,,,,,,,バルノスの剛爪,２,翼竜の特上皮,2,メランジェ鉱石,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXコルトスマントα,0,9,1,1,0,M1,116,132,-3,2,0,2,0,腹減り耐性,2,ジャンプ鉄人,1,,,,,,,コルトスの剛爪,２,翼竜の特上皮,２,凍てついた氷骨,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXコルトスマントβ,0,9,4,0,0,M1,116,132,-3,2,0,2,0,腹減り耐性,1,ジャンプ鉄人,1,,,,,,,コルトスの剛爪,２,翼竜の特上皮,２,凍てついた氷骨,1,,,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスメイルα,0,9,3,0,0,M1,116,132,-2,2,-1,-1,1,回避距離ＵＰ,1,攻撃,2,,,,,,,賊竜の厚皮,1,賊竜の厚鱗,1,賊竜の剛爪,1,ジャグラスの厚鱗,1,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスメイルβ,0,9,4,0,0,M1,116,132,-2,2,-1,-1,1,回避距離ＵＰ,1,攻撃,1,,,,,,,賊竜の厚皮,1,賊竜の厚鱗,1,賊竜の剛爪,1,ジャグラスの厚鱗,1,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィメイルα,0,9,1,1,0,M1,116,132,0,0,-3,-2,0,体術,2,水属性攻撃強化,2,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の輝光膜,1,シャムオスの厚鱗,1,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィメイルβ,0,9,4,1,0,M1,116,132,0,0,-3,-2,0,体術,1,水属性攻撃強化,1,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の輝光膜,1,シャムオスの厚鱗,1,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスメイルα,0,9,2,0,0,M1,116,132,0,-3,2,0,1,麻痺耐性,2,属性解放／装填拡張,1,,,,,,,痺賊竜の厚皮,2,痺賊竜の厚鱗,2,痺賊竜の重頭巾,1,ギルオスの厚鱗,2,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスメイルβ,0,9,4,2,0,M1,116,132,0,-3,2,0,1,麻痺耐性,2,,,,,,,,,痺賊竜の厚皮,2,痺賊竜の厚鱗,2,痺賊竜の重頭巾,1,ギルオスの厚鱗,2,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルメイルα,0,9,2,0,0,M1,120,136,2,0,-3,0,2,爆破属性強化,2,砲術,1,,,,,,,岩賊竜の厚皮,2,岩賊竜の靭尾,1,岩賊竜の大顎,1,ガストドンの重殻,2,158,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルメイルβ,0,9,4,0,0,M1,120,136,2,0,-3,0,2,爆破属性強化,2,,,,,,,,,岩賊竜の厚皮,2,岩賊竜の靭尾,1,岩賊竜の大顎,1,ガストドンの重殻,2,158,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルメイルα,0,9,2,0,0,M1,116,132,0,-3,0,1,0,スタミナ急速回復,1,見切り,2,,,,,,,掻鳥の厚皮,2,掻鳥の特大飾り羽,1,掻鳥の巨大クチバシ,1,ジャグラスの厚鱗,1,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルメイルβ,0,9,4,0,0,M1,116,132,0,-3,0,1,0,スタミナ急速回復,1,見切り,1,,,,,,,掻鳥の厚皮,2,掻鳥の特大飾り羽,1,掻鳥の巨大クチバシ,1,ジャグラスの厚鱗,1,154,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケメイルα,0,9,2,0,0,M1,118,134,0,3,-3,0,1,アイテム使用強化,2,フルチャージ,1,,,,,,,毒妖鳥の重殻,2,毒妖鳥の厚鱗,2,毒妖鳥の特大喉袋,1,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケメイルβ,0,9,4,0,0,M1,118,134,0,3,-3,0,1,アイテム使用強化,1,フルチャージ,1,,,,,,,毒妖鳥の重殻,2,毒妖鳥の厚鱗,2,毒妖鳥の特大喉袋,1,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナメイルα,0,9,2,0,0,M4,132,148,0,3,-2,-3,0,強化持続,1,抜刀術【技】,1,,,,,,,水妖鳥の重殻,3,水妖鳥の厚鱗,2,強竜骨,3,,,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナメイルβ,0,9,4,1,0,M4,132,148,0,3,-2,-3,0,強化持続,1,,,,,,,,,水妖鳥の重殻,3,水妖鳥の厚鱗,2,強竜骨,3,,,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスメイルα,0,9,1,1,0,M1,118,134,-3,-1,3,-1,0,スタミナ奪取,2,挑戦者,1,,,,,,,土砂竜の重甲,2,土砂竜の重殻,2,豊沃なドロ,2,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスメイルβ,0,9,4,1,0,M1,118,134,-3,-1,3,-1,0,スタミナ奪取,2,,,,,,,,,土砂竜の重甲,2,土砂竜の重殻,2,豊沃なドロ,2,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラメイルα,0,9,2,0,0,M1,118,134,-1,2,-3,0,0,力の解放,1,水属性攻撃強化,2,,,,,,,泥魚竜の重殻,1,泥魚竜の厚鱗,2,咬魚の厚皮,2,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラメイルβ,0,9,4,0,0,M1,118,134,-1,2,-3,0,0,力の解放,1,水属性攻撃強化,1,,,,,,,泥魚竜の重殻,1,泥魚竜の厚鱗,2,咬魚の厚皮,2,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブランメイルα,0,9,3,0,0,M1,118,134,-3,0,-2,3,2,スタミナ急速回復,1,氷属性攻撃強化,2,,,,,,,凍魚竜の重殻,2,凍魚竜の厚鱗,2,凍魚竜の剛角,1,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブランメイルβ,0,9,4,2,0,M1,118,134,-3,0,-2,3,2,スタミナ急速回復,1,,,,,,,,,凍魚竜の重殻,2,凍魚竜の厚鱗,2,凍魚竜の剛角,1,,,156,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチメイルα,0,9,2,1,0,M1,120,136,0,-3,3,0,0,ジャンプ鉄人,1,体術,1,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚鱗,2,飛雷竜の厚皮膜,1,,,158,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチメイルβ,0,9,4,2,0,M1,120,136,0,-3,3,0,0,ジャンプ鉄人,1,,,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚鱗,2,飛雷竜の厚皮膜,1,,,158,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチメイルα,0,9,1,1,0,M3,132,148,1,3,-3,-2,1,納刀術,1,回避距離ＵＰ,1,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚鱗,2,飛毒竜の厚皮膜,1,,,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチメイルβ,0,9,4,1,0,M3,132,148,1,3,-3,-2,1,納刀術,1,,,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚鱗,2,飛毒竜の厚皮膜,1,,,170,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
