#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
ディアブロアームβ,0,6,2,0,0,13,54,74,3,-2,0,-3,2,火事場力,2,角竜の奥義,1,,,,,,,角竜の堅甲,4,角竜の堅殻,6,角竜の尾甲,3,ケストドンの堅殻,5,86,龍脈石のかけら,1,鳥竜玉,1,0,1060
ディアネロアームα,0,7,0,0,0,13,56,68,2,-3,0,-4,2,集中,1,ランナー,1,角竜の奥義,1,,,,,黒角竜の堅甲,4,黒角竜の堅殻,6,カブレライト鉱石,5,ガストドンの堅殻,5,82,龍脈石,1,竜玉,1,0,1070
ディアネロアームβ,0,7,2,1,0,13,56,68,2,-3,0,-4,2,集中,1,角竜の奥義,1,,,,,,,黒角竜の堅甲,4,黒角竜の堅殻,6,カブレライト鉱石,5,ガストドンの堅殻,5,82,龍脈石,1,竜玉,1,0,1080
ガンキンアームα,0,7,1,0,0,13,60,72,4,-3,1,-2,-2,ガード性能,1,防御,1,爆鎚竜の守護,1,,,,,爆鎚竜の堅殻,4,爆鎚竜の上鱗,4,爆鎚竜の延髄,1,溶岩塊,4,86,龍脈石,1,竜玉,1,0,1090
ガンキンアームβ,0,7,2,0,0,13,60,72,4,-3,1,-2,-2,ガード性能,1,爆鎚竜の守護,1,,,,,,,爆鎚竜の堅殻,4,爆鎚竜の上鱗,4,爆鎚竜の延髄,1,溶岩塊,4,86,龍脈石,1,竜玉,1,0,1100
バゼルアームα,0,7,0,0,0,13,58,70,3,1,-4,-2,-2,抜刀術【技】,2,耳栓,1,爆鱗竜の守護,1,,,,,爆鱗竜の堅殻,4,爆鱗竜の尖爪,2,爆鱗竜の尻尾,2,獄炎石,1,84,龍脈石,1,竜玉,1,0,1110
バゼルアームβ,0,7,3,0,0,13,58,70,3,1,-4,-2,-2,抜刀術【技】,2,爆鱗竜の守護,1,,,,,,,爆鱗竜の堅殻,4,爆鱗竜の尖爪,2,爆鱗竜の尻尾,2,獄炎石,1,84,龍脈石,1,竜玉,1,0,1120
ダマスクアームα,0,7,0,0,0,14,60,72,4,-2,0,0,0,匠,1,砥石使用高速化,1,,,,,,,古龍の血,2,ユニオン鉱石,3,黒角竜の堅甲,5,ノヴァクリスタル,1,86,龍脈石,1,竜玉,1,0,1130
ダマスクアームβ,0,7,1,0,0,14,60,72,4,-2,0,0,0,匠,1,,,,,,,,,古龍の血,2,ユニオン鉱石,3,黒角竜の堅甲,5,ノヴァクリスタル,1,86,龍脈石,1,竜玉,1,0,1140
ドーベルアームα,0,7,0,0,0,14,60,72,-2,0,-1,-1,4,スタミナ急速回復,2,キノコ大好き,1,,,,,,,古龍骨,3,上質な堅骨,3,爆鎚竜の延髄,1,荒々しい蛮骨,3,86,龍脈石,1,竜玉,1,0,1150
ドーベルアームβ,0,7,1,1,0,14,60,72,-2,0,-1,-1,4,スタミナ急速回復,1,キノコ大好き,1,,,,,,,古龍骨,3,上質な堅骨,3,爆鎚竜の延髄,1,荒々しい蛮骨,3,86,龍脈石,1,竜玉,1,0,1160
デスギアファオストα,0,7,1,0,0,14,62,74,3,2,-2,3,-4,集中,2,龍属性攻撃強化,1,,,,,,,禍々しい布,2,荒々しい蛮骨,2,屍套龍の被膜,2,ノヴァクリスタル,1,88,龍脈石,1,竜玉,1,0,1170
デスギアファオストβ,0,7,1,1,0,14,62,74,3,2,-2,3,-4,集中,2,,,,,,,,,禍々しい布,2,荒々しい蛮骨,2,屍套龍の被膜,2,ノヴァクリスタル,1,88,龍脈石,1,竜玉,1,0,1180
オーグアームα,0,8,0,0,0,14,64,70,1,1,-3,1,-3,挑戦者,2,攻撃,1,滅尽龍の飢餓,1,,,,,滅尽龍の堅殻,4,滅尽龍の大角,1,滅尽龍の尻尾,2,獄炎石,1,84,大龍脈石,1,古龍骨,2,0,1190
オーグアームβ,0,8,1,0,0,14,64,70,1,1,-3,1,-3,挑戦者,2,滅尽龍の飢餓,1,,,,,,,滅尽龍の堅殻,4,滅尽龍の大角,1,滅尽龍の尻尾,2,獄炎石,1,84,大龍脈石,1,古龍骨,2,0,1200
カイザーアームα,0,8,1,0,0,14,64,70,3,-3,1,-3,1,弱点特効,2,炎王龍の武技,1,,,,,,,獄炎の龍鱗,4,炎王龍の堅殻,4,炎龍の尖爪,4,古龍骨,4,84,大龍脈石,1,古龍骨,2,0,1210
カイザーアームβ,0,8,3,0,0,14,64,70,3,-3,1,-3,1,弱点特効,1,炎王龍の武技,1,,,,,,,獄炎の龍鱗,4,炎王龍の堅殻,4,炎龍の尖爪,4,古龍骨,4,84,大龍脈石,1,古龍骨,2,0,1220
クシャナハトゥーα,0,8,0,0,0,14,64,70,0,2,-3,4,-2,回避性能,2,匠,1,鋼龍の飛翔,1,,,,,鋼龍の堅殻,5,鋼龍の尖角,2,鋼龍の尻尾,2,風漂竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1230
クシャナハトゥーβ,0,8,3,0,0,14,64,70,0,2,-3,4,-2,回避性能,2,鋼龍の飛翔,1,,,,,,,鋼龍の堅殻,5,鋼龍の尖角,2,鋼龍の尻尾,2,風漂竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1240
ウルズアームα,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,フルチャージ,1,回復速度,1,屍套龍の命脈,1,,,,,屍套龍の鋭牙,3,死屍の龍鱗,6,屍套龍の被膜,2,屍套龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1250
ウルズアームβ,0,8,1,1,1,14,64,70,-4,4,1,-1,-3,フルチャージ,1,屍套龍の命脈,1,,,,,,,屍套龍の鋭牙,3,死屍の龍鱗,6,屍套龍の被膜,2,屍套龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1260
キリンアームロングα,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,雷属性攻撃強化,2,ランナー,1,幻獣の恩寵,1,,,,,幻獣の上皮,3,幻獣のたてがみ,4,ゴム質の堅殻,3,龍脈の結晶,6,84,大龍脈石,1,古龍骨,2,0,1270
キリンアームロングβ,0,8,1,1,0,14,64,70,-3,-2,4,-2,2,雷属性攻撃強化,2,幻獣の恩寵,1,,,,,,,幻獣の上皮,3,幻獣のたてがみ,4,ゴム質の堅殻,2,龍脈の結晶,6,84,大龍脈石,1,古龍骨,2,0,1280
ゼノラージクロウα,0,8,1,0,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,超会心,1,冥灯龍の神秘,1,,,,,冥灯龍の白殻,4,冥灯龍の幽爪,3,冥灯龍の幽幕,2,竜玉,1,92,大龍脈石,1,古龍骨,2,0,1290
ゼノラージクロウβ,0,8,3,0,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,冥灯龍の神秘,1,,,,,,,冥灯龍の白殻,4,冥灯龍の幽爪,3,冥灯龍の幽幕,2,竜玉,1,92,大龍脈石,1,古龍骨,2,0,1300
ギルドクロスアームα,0,8,1,0,0,15,62,68,0,0,0,0,0,整備,1,水耐性,2,ギルドの導き,1,,,,,撃龍王のコイン,3,獣竜コイン,3,狩猟王のコイン,2,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1310
ギルドクロスアームβ,0,8,3,0,0,15,62,68,0,0,0,0,0,整備,1,ギルドの導き,1,,,,,,,撃龍王のコイン,3,獣竜コイン,3,狩猟王のコイン,2,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1320
シーカーグラブα,0,8,1,0,0,50,70,76,2,2,2,2,2,閃光強化,1,剥ぎ取り鉄人,1,調査団の導き,1,,,,,調査団チケット,1,風漂竜の上鱗,8,禍々しい布,2,勇気の証Ｇ,1,90,大龍脈石,1,古龍骨,2,0,1330
シーカーグラブβ,0,8,2,0,0,50,70,76,2,2,2,2,2,閃光強化,1,調査団の導き,1,,,,,,,調査団チケット,1,風漂竜の上鱗,8,禍々しい布,2,勇気の証Ｇ,1,90,大龍脈石,1,古龍骨,2,0,1340
バンギスアームα,0,7,0,0,0,13,58,70,1,1,-3,2,-3,力の解放,2,破壊王,1,,,,,,,恐暴竜の黒皮,4,恐暴竜の大牙,2,恐暴竜の尻尾,2,いにしえの龍骨,1,84,龍脈石,1,竜玉,1,0,1350
バンギスアームβ,0,7,2,0,0,13,58,70,1,1,-3,2,-3,力の解放,2,,,,,,,,,恐暴竜の黒皮,4,恐暴竜の大牙,2,恐暴竜の尻尾,2,いにしえの龍骨,1,84,龍脈石,1,竜玉,1,0,1360
マムガイラアームα,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,属性解放／装填拡張,1,強化持続,2,,,,,,,爛輝龍の金鱗,12,爛輝龍の金塊,18,爛輝龍の金巻角,6,爛輝龍の金煌玉,1,92,大龍脈石,1,古龍骨,2,0,1370
マムガイラアームβ,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,属性解放／装填拡張,1,強化持続,1,,,,,,,爛輝龍の金鱗,12,爛輝龍の金塊,18,爛輝龍の金巻角,6,爛輝龍の金煌玉,1,92,大龍脈石,1,古龍骨,2,0,1380
エンプレスアームα,0,8,3,0,0,16,70,76,3,1,1,-3,-2,広域化,2,爆破属性強化,2,炎妃龍の恩寵,1,,,,,炎妃龍の堅殻,4,炎妃龍の尖角,1,炎妃龍の尻尾,2,獄炎石,1,90,大龍脈石,1,古龍骨,2,0,1390
エンプレスアームβ,0,8,3,2,0,16,70,76,3,1,1,-3,-2,広域化,2,炎妃龍の恩寵,1,,,,,,,炎妃龍の堅殻,4,炎妃龍の尖角,1,炎妃龍の尻尾,2,獄炎石,1,90,大龍脈石,1,古龍骨,2,0,1400
ブロッサムカフスα,0,5,1,1,0,11,40,62,1,1,4,1,1,麻痺耐性,1,,,,,,,,,開花チケット,3,カブレライト鉱石,1,,,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,1410
ダイバーアームα,0,5,2,0,0,11,46,68,1,4,1,1,1,納刀術,1,,,,,,,,,納涼チケット,1,カブレライト鉱石,2,上質な堅骨,1,,,84,龍脈石のかけら,1,いにしえの龍骨,1,0,1420
ハーベストラーマα,0,6,2,1,0,13,52,72,4,1,1,1,1,逆恨み,1,,,,,,,,,豊穣チケット,1,堅竜骨,1,尖竜骨,1,,,84,龍脈石のかけら,1,鳥竜玉,1,0,1430
オリオンアームα,0,6,3,1,0,13,58,78,1,1,1,4,1,風圧耐性,1,,,,,,,,,煌めきチケット,1,ユニオン鉱石,1,堅竜骨,1,,,90,龍脈石のかけら,1,鳥竜玉,1,0,1440
フルドレスカフスα,0,7,2,1,1,14,64,76,1,1,1,1,4,渾身,1,アステラの祝福,1,,,,,,,感謝チケット,3,古龍骨,1,勇気の証G,2,,,90,龍脈石,1,竜玉,1,0,1450
パピオムマーノα,1,5,0,0,0,11,42,64,-1,-1,2,0,2,見切り,2,体力増強,1,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1460
パピオムマーノβ,1,5,1,0,0,11,42,64,-1,-1,2,0,2,見切り,2,,,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1470
クインビートマーノα,2,5,0,0,0,11,42,64,-1,-1,2,0,2,見切り,2,体力増強,1,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1480
クインビートマーノβ,2,5,1,0,0,11,42,64,-1,-1,2,0,2,見切り,2,,,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1490
ウルズアームγ,0,8,3,2,0,50,72,78,-4,4,1,-1,-3,龍属性攻撃強化,3,屍套龍の命脈,1,,,,,,,屍套龍チケット,1,屍套龍の鋭牙,3,死屍の龍鱗,6,屍套龍の宝玉,1,92,大龍脈石,1,古龍骨,2,0,1500
キリンアームロングγ,0,8,2,2,0,50,72,78,-3,-2,4,-2,2,属性やられ耐性,1,属性解放／装填拡張,1,幻獣の恩寵,1,,,,,幻獣チケット,1,幻獣の上皮,3,幻獣の雷尾,3,ノヴァクリスタル,1,92,大龍脈石,1,古龍骨,2,0,1510
カイザーアームγ,0,8,3,0,0,50,72,78,3,-3,1,-3,1,見切り,3,炎王龍の武技,1,,,,,,,炎王龍チケット,1,獄炎の龍鱗,4,炎王龍の堅殻,4,炎王龍のたてがみ,3,92,大龍脈石,1,古龍骨,2,0,1520
クシャナハトゥーγ,0,8,1,1,1,50,72,78,0,2,-3,4,-2,集中,2,鋼龍の飛翔,1,,,,,,,鋼龍チケット,1,鋼の上龍鱗,4,鋼龍の堅殻,4,鋼龍の尖爪,2,92,大龍脈石,1,古龍骨,2,0,1530
オーグアームγ,0,8,2,1,1,50,72,78,1,1,-3,1,-3,破壊王,1,攻撃,1,滅尽龍の飢餓,1,,,,,滅尽龍チケット,1,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の再生殻,2,92,大龍脈石,1,古龍骨,2,0,1540
ゾラマグナクロウγ,0,8,3,1,0,50,72,78,4,-3,-1,-2,-3,耳栓,2,熔山龍の奥義,1,,,,,,,熔山龍チケット,1,熔山龍の背甲,1,熔山龍の岩殻,2,熔山龍の宝玉,1,92,大龍脈石,1,古龍骨,2,0,1550
ゼノラージクロウγ,0,8,2,2,1,50,72,78,-3,2,2,2,-4,強化持続,1,特殊射撃強化,1,冥灯龍の神秘,1,,,,,冥灯龍チケット,1,冥灯龍の幽鱗,4,冥灯龍の白殻,4,冥灯龍の幽幕,3,92,大龍脈石,1,古龍骨,2,0,1560
エンプレスアームγ,0,8,3,1,0,50,70,76,3,1,1,-3,-2,挑戦者,2,回避距離ＵＰ,1,炎妃龍の恩寵,1,,,,,炎妃龍チケット,1,炎妃龍の上鱗,4,炎妃龍の堅殻,4,炎妃龍の尻尾,2,90,大龍脈石,1,古龍骨,2,0,1570
マムガイラアームγ,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,匠,2,体術,1,,,,,,,爛輝龍の皇金塊,7,爛輝龍の金鱗,15,爛輝龍の金巻角,8,爛輝龍の金煌玉,1,92,大龍脈石,1,古龍骨,2,0,1580
蒼星ノ将【篭手】α,0,7,3,0,0,13,56,68,2,2,0,0,3,体力回復量ＵＰ,2,火竜の奥義,1,,,,,,,蒼星の宝玉,1,岩賊竜の上鱗,5,岩賊竜の上皮,6,岩賊竜の尖爪,4,82,龍脈石,1,竜玉,1,0,1590
ダンテグローブα,0,8,3,0,0,14,64,70,3,-3,3,-3,3,回避性能,1,特殊射撃強化,1,,,,,,,レッドオーブ,1,蛮顎竜の上毛皮,6,蛮顎竜の鋭牙,4,蛮顎竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1600
ドラケンアームα,0,8,2,2,0,16,72,78,-2,-2,3,-2,4,見切り,2,攻撃,1,竜騎士の証,1,,,,,魔獣のたてがみ,3,魔獣の堅骨,3,魔獣の大角,1,魔獣の尻尾,1,92,大龍脈石,1,古龍骨,2,0,1610
オリジンアーム,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,龍脈石のかけら,1,ユニオン鉱石,3,0,1620
ガーディアンアームα,0,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,精霊の加護,1,,,,,,,※配布,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,1630
アーロイアームα,0,5,1,0,0,11,46,68,1,1,1,1,1,弱点特効,1,追跡の達人,1,蛮顎竜の闘志,1,,,,,※ワンセット,0,,,,,,,84,龍脈石のかけら,1,いにしえの龍骨,1,1,1640
アーロイアームγ,0,8,1,1,0,50,64,70,1,1,1,1,1,弱点特効,2,スリンガー装填数ＵＰ,1,蛮顎竜の闘志,1,,,,,※ワンセット,0,,,,,,,84,大龍脈石,1,古龍骨,2,1,1650
リュウアーム,0,2,0,0,0,3,12,44,2,0,5,-3,2,力の解放,1,,,,,,,,,※ワンセット,0,,,,,,,70,龍脈石のかけら,1,ユニオン鉱石,3,1,1660
リュウアームα,0,7,2,0,0,14,60,72,2,0,5,-3,2,挑戦者,1,火竜の奥義,1,,,,,,,※ワンセット,0,,,,,,,86,龍脈石,1,竜玉,1,1,1670
さくらアームα,0,6,2,0,0,13,50,70,0,4,0,4,-2,力の解放,1,桜火竜の奥義,1,,,,,,,※ワンセット,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,1,1680
ゲラルトアームα,0,8,3,0,0,16,70,76,2,1,-2,-1,3,回復速度,2,ランナー,1,ウィッチャーの心得,1,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1690
シリアームα,0,8,2,0,0,50,70,76,-2,-1,2,1,3,属性解放／装填拡張,1,業物／弾丸節約,1,,,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1700
防衛隊【手甲】α,0,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,精霊の加護,1,,,,,,,※武具屋購入,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,
EXボーンアームα,0,9,2,0,0,M1,114,152,2,0,2,0,2,ＫＯ術,2,攻撃,1,,,,,,,頑強な重骨,2,強竜骨,1,サンゴの紅骨,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボーンアームβ,0,9,4,1,0,M1,114,152,2,0,2,0,2,ＫＯ術,1,,,,,,,,,頑強な重骨,2,強竜骨,1,サンゴの紅骨,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイアームα,0,9,3,0,0,M1,114,152,-2,0,-2,-2,0,防御,2,砥石使用高速化,1,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,龍脈の結晶,2,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイアームβ,0,9,4,1,0,M1,114,152,-2,0,-2,-2,0,防御,1,,,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,龍脈の結晶,2,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴアームα,0,9,3,0,0,M1,116,154,-2,1,1,1,2,麻痺属性強化,2,納刀術,1,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,2,頑強な重骨,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴアームβ,0,9,4,1,0,M1,116,154,-2,1,1,1,2,麻痺属性強化,1,,,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,2,頑強な重骨,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスアームα,0,9,3,0,0,M1,116,154,-1,-1,0,0,2,満足感,1,匠,1,,,,,,,カンタロスの斬羽,1,モンスターの特濃,1,エルトライト鉱石,1,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスアームβ,0,9,4,2,0,M1,116,154,-1,-1,0,0,2,満足感,1,,,,,,,,,カンタロスの斬羽,1,モンスターの特濃,1,エルトライト鉱石,1,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXケストガードα,0,9,1,1,0,M1,116,154,4,0,0,0,0,滑走強化,1,集中,2,,,,,,,ケストドンの重殻,3,頑強な重骨,2,,,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXケストガードβ,0,9,4,1,0,M1,116,154,4,0,0,0,0,滑走強化,1,集中,1,,,,,,,ケストドンの重殻,3,頑強な重骨,2,,,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスアームα,0,9,2,0,0,M1,116,154,-2,2,-1,-1,1,回避距離ＵＰ,2,体力回復量ＵＰ,1,,,,,,,賊竜の厚皮,1,賊竜の大たてがみ,2,賊竜の剛爪,1,強靭な爪,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスアームβ,0,9,4,0,0,M1,116,154,-2,2,-1,-1,1,回避距離ＵＰ,1,体力回復量ＵＰ,1,,,,,,,賊竜の厚皮,1,賊竜の大たてがみ,2,賊竜の剛爪,1,強靭な爪,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィアームα,0,9,2,0,0,M1,116,154,0,0,-3,-2,0,気絶耐性,2,広域化,2,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の輝光膜,1,デプスライト鉱石,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィアームβ,0,9,4,0,0,M1,116,154,0,0,-3,-2,0,気絶耐性,2,広域化,1,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の輝光膜,1,デプスライト鉱石,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスアームα,0,9,1,0,0,M1,116,154,0,-3,2,0,1,属性解放／装填拡張,1,瘴気耐性,2,,,,,,,痺賊竜の厚皮,2,痺賊竜の厚鱗,2,痺賊竜の重頭巾,1,いびつな狂骨,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスアームβ,0,9,4,0,0,M1,116,154,0,-3,2,0,1,属性解放／装填拡張,1,瘴気耐性,1,,,,,,,痺賊竜の厚皮,2,痺賊竜の厚鱗,2,痺賊竜の重頭巾,1,いびつな狂骨,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルアームα,0,9,2,0,0,M1,120,158,2,0,-3,0,2,ボマー,2,爆破属性強化,1,,,,,,,岩賊竜の厚皮,2,岩賊竜の厚鱗,2,岩賊竜の剛爪,1,ガストドンの重殻,1,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルアームβ,0,9,4,0,0,M1,120,158,2,0,-3,0,2,ボマー,1,爆破属性強化,1,,,,,,,岩賊竜の厚皮,2,岩賊竜の厚鱗,2,岩賊竜の剛爪,1,ガストドンの重殻,1,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルアームα,0,9,1,1,0,M1,116,154,0,-3,0,1,0,超会心,1,運搬の達人,1,,,,,,,掻鳥の厚皮,2,掻鳥の厚鱗,1,エルトライト鉱石,3,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルアームβ,0,9,4,0,0,M1,116,154,0,-3,0,1,0,超会心,1,,,,,,,,,掻鳥の厚皮,2,掻鳥の厚鱗,1,エルトライト鉱石,3,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケアームα,0,9,1,0,0,M1,118,156,0,3,-3,0,1,フルチャージ,2,環境利用の知識,1,,,,,,,毒妖鳥の重殻,2,毒妖鳥の厚鱗,2,強竜骨,2,メランジェ鉱石,2,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケアームβ,0,9,4,0,0,M1,118,156,0,3,-3,0,1,フルチャージ,1,環境利用の知識,1,,,,,,,毒妖鳥の重殻,2,毒妖鳥の厚鱗,2,強竜骨,2,メランジェ鉱石,2,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナアームα,0,9,1,0,0,M4,132,170,0,3,-2,-3,0,破壊王,1,強化持続,1,,,,,,,水妖鳥の重殻,3,水妖鳥の厚鱗,2,デプスライト鉱石,2,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナアームβ,0,9,4,1,0,M4,132,170,0,3,-2,-3,0,破壊王,1,,,,,,,,,水妖鳥の重殻,3,水妖鳥の厚鱗,2,デプスライト鉱石,2,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスアームα,0,9,3,1,0,M1,118,156,-3,-1,3,-1,0,ランナー,1,ガード性能,1,,,,,,,土砂竜の重甲,2,土砂竜の靭尾,1,ケストドンの重殻,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスアームβ,0,9,4,2,0,M1,118,156,-3,-1,3,-1,0,ランナー,1,,,,,,,,,土砂竜の重甲,2,土砂竜の靭尾,1,ケストドンの重殻,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラアームα,0,9,2,1,0,M1,118,156,-1,2,-3,0,0,水属性攻撃強化,2,氷耐性,1,,,,,,,泥魚竜の重殻,1,泥魚竜の厚鱗,1,強竜骨,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラアームβ,0,9,4,2,0,M1,118,156,-1,2,-3,0,0,水属性攻撃強化,2,,,,,,,,,泥魚竜の重殻,1,泥魚竜の厚鱗,1,強竜骨,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブランアームα,0,9,3,0,0,M1,118,156,-3,0,-2,3,2,氷属性攻撃強化,2,体力増強,1,,,,,,,凍魚竜の重殻,2,凍魚竜の剛角,2,瞬間凍結袋,1,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブランアームβ,0,9,4,0,0,M1,118,156,-3,0,-2,3,2,氷属性攻撃強化,2,,,,,,,,,凍魚竜の重殻,2,凍魚竜の剛角,2,瞬間凍結袋,1,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチアームα,0,9,2,0,0,M1,120,158,0,-3,3,0,0,回避距離ＵＰ,2,雷属性攻撃強化,2,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚鱗,1,飛雷竜の剛爪,2,雷電袋,2,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチアームβ,0,9,4,2,0,M1,120,158,0,-3,3,0,0,回避距離ＵＰ,1,雷属性攻撃強化,2,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚鱗,1,飛雷竜の剛爪,2,雷電袋,2,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチアームα,0,9,2,0,0,M3,132,148,1,3,-3,-2,1,毒属性強化,2,回避性能,1,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚鱗,1,飛毒竜の剛爪,2,激烈毒袋,1,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチアームβ,0,9,4,0,0,M3,132,148,1,3,-3,-2,1,毒属性強化,1,回避性能,1,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚鱗,1,飛毒竜の剛爪,2,激烈毒袋,1,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタアームα,0,9,2,1,0,M1,128,166,0,-1,-2,3,0,防御,2,氷属性攻撃強化,2,,,,,,,デプスライト鉱石,1,メランジェ鉱石,1,エルトライト鉱石,2,,,186,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタアームβ,0,9,4,1,0,M1,128,166,0,-1,-2,3,0,防御,2,氷属性攻撃強化,1,,,,,,,デプスライト鉱石,1,メランジェ鉱石,1,エルトライト鉱石,2,,,186,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバロアームα,0,9,2,0,0,M3,130,168,-2,2,-1,3,-3,攻めの守勢,1,体力増強,2,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,2,猛牛竜の靭尾,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
