#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
リオソウルグリーヴβ,0,7,1,0,0,13,56,68,3,2,2,-3,-4,集中,1,火竜の奥義,1,,,,,,,蒼火竜の堅殻,6,蒼火竜の上鱗,4,蒼火竜の尻尾,2,火竜の逆鱗,1,82,龍脈石,1,竜玉,1,0,1040
ディアブログリーヴα,0,6,0,0,0,13,54,74,3,-2,0,-3,2,耐震,2,ＫＯ術,1,角竜の奥義,1,,,,,角竜の堅甲,6,角竜の堅殻,4,上質なねじれた角,1,角竜の延髄,1,86,龍脈石のかけら,1,鳥竜玉,1,0,1050
ディアブログリーヴβ,0,6,1,1,0,13,54,74,3,-2,0,-3,2,耐震,2,角竜の奥義,1,,,,,,,角竜の堅甲,6,角竜の堅殻,4,上質なねじれた角,1,角竜の延髄,1,86,龍脈石のかけら,1,鳥竜玉,1,0,1060
ディアネログリーヴα,0,7,1,0,0,13,56,68,2,-3,0,-4,2,通常弾・通常矢強化,1,火事場力,1,角竜の奥義,1,,,,,黒角竜の堅甲,6,黒角竜の堅殻,4,上質な黒巻き角,1,竜玉,1,82,龍脈石,1,竜玉,1,0,1070
ディアネログリーヴβ,0,7,2,0,0,13,56,68,2,-3,0,-4,2,通常弾・通常矢強化,1,角竜の奥義,1,,,,,,,黒角竜の堅甲,6,黒角竜の堅殻,4,上質な黒巻き角,1,竜玉,1,82,龍脈石,1,竜玉,1,0,1080
ガンキングリーヴα,0,7,1,0,0,13,60,72,4,-3,1,-2,-2,ガード性能,2,爆鎚竜の守護,1,,,,,,,爆鎚竜の堅殻,4,爆鎚竜の上鱗,4,爆鎚竜の耐熱殻,2,ガストドンの堅殻,5,86,龍脈石,1,竜玉,1,0,1090
ガンキングリーヴβ,0,7,3,0,0,13,60,72,4,-3,1,-2,-2,ガード性能,1,爆鎚竜の守護,1,,,,,,,爆鎚竜の堅殻,4,爆鎚竜の上鱗,4,爆鎚竜の耐熱殻,2,ガストドンの堅殻,5,86,龍脈石,1,竜玉,1,0,1100
バゼルグリーヴα,0,7,1,0,0,13,58,70,3,1,-4,-2,-2,ボマー,2,抜刀術【技】,1,爆鱗竜の守護,1,,,,,爆鱗竜の上鱗,4,爆鱗竜の堅殻,4,爆鱗竜の尖爪,2,岩賊竜の上皮,4,84,龍脈石,1,竜玉,1,0,1110
バゼルグリーヴβ,0,7,3,0,0,13,58,70,3,1,-4,-2,-2,ボマー,2,爆鱗竜の守護,1,,,,,,,爆鱗竜の上鱗,4,爆鱗竜の堅殻,4,爆鱗竜の尖爪,2,岩賊竜の上皮,4,84,龍脈石,1,竜玉,1,0,1120
ダマスクグリーヴα,0,7,1,0,0,14,60,72,4,-2,0,0,0,防御,2,防御力ＤＯＷＮ耐性,1,,,,,,,古龍の血,2,ユニオン鉱石,3,溶岩竜の堅殻,5,ノヴァクリスタル,1,86,龍脈石,1,竜玉,1,0,1130
ダマスクグリーヴβ,0,7,3,0,0,14,60,72,4,-2,0,0,0,防御,2,,,,,,,,,古龍の血,2,ユニオン鉱石,3,溶岩竜の堅殻,5,ノヴァクリスタル,1,86,龍脈石,1,竜玉,1,0,1140
ドーベルグリーヴα,0,7,0,0,0,14,60,72,-2,0,-1,-1,4,攻撃,2,スタミナ急速回復,1,,,,,,,古龍骨,3,上質な堅骨,3,骨鎚竜の延髄,1,いにしえの龍骨,1,86,龍脈石,1,竜玉,1,0,1150
ドーベルグリーヴβ,0,7,1,0,0,14,60,72,-2,0,-1,-1,4,攻撃,2,,,,,,,,,古龍骨,3,上質な堅骨,3,骨鎚竜の延髄,1,いにしえの龍骨,1,86,龍脈石,1,竜玉,1,0,1160
デスギアフェルゼα,0,7,0,0,0,14,62,74,3,2,-2,3,-4,匠,2,龍属性攻撃強化,2,,,,,,,禍々しい布,2,いにしえの龍骨,1,屍套龍の被膜,2,ノヴァクリスタル,1,88,龍脈石,1,竜玉,1,0,1170
デスギアフェルゼβ,0,7,1,1,0,14,62,74,3,2,-2,3,-4,匠,2,,,,,,,,,禍々しい布,2,いにしえの龍骨,1,屍套龍の被膜,2,ノヴァクリスタル,1,88,龍脈石,1,竜玉,1,0,1180
オーググリーヴα,0,8,1,0,0,14,64,70,1,1,-3,1,-3,渾身,1,挑戦者,1,滅尽龍の飢餓,1,,,,,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の再生殻,2,古龍の血,2,84,大龍脈石,1,古龍骨,2,0,1190
オーググリーヴβ,0,8,2,0,0,14,64,70,1,1,-3,1,-3,渾身,1,滅尽龍の飢餓,1,,,,,,,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の再生殻,2,古龍の血,2,84,大龍脈石,1,古龍骨,2,0,1200
カイザーグリーヴα,0,8,0,0,0,14,64,70,3,-3,1,-3,1,力の解放,2,爆破属性強化,1,炎王龍の武技,1,,,,,炎王龍の尖角,3,獄炎の龍鱗,6,炎王龍のたてがみ,2,炎龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1210
カイザーグリーヴβ,0,8,1,0,0,14,64,70,3,-3,1,-3,1,力の解放,2,炎王龍の武技,1,,,,,,,炎王龍の尖角,3,獄炎の龍鱗,6,炎王龍のたてがみ,2,炎龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1220
クシャナペイルα,0,8,0,0,0,14,64,70,0,2,-3,4,-2,回避距離ＵＰ,2,匠,1,鋼龍の飛翔,1,,,,,鋼龍の堅殻,4,鋼の上龍鱗,4,鋼龍の翼,3,古龍の血,3,84,大龍脈石,1,古龍骨,2,0,1230
クシャナペイルβ,0,8,3,0,0,14,64,70,0,2,-3,4,-2,回避距離ＵＰ,2,鋼龍の飛翔,1,,,,,,,鋼龍の堅殻,5,鋼の上龍鱗,4,鋼龍の翼,3,古龍の血,3,84,大龍脈石,1,古龍骨,2,0,1240
ウルズグリーヴα,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,瘴気耐性,2,龍属性攻撃強化,1,屍套龍の命脈,1,,,,,死屍の龍鱗,5,屍套龍の堅殻,4,屍套龍の被膜,2,龍脈の結晶,6,84,大龍脈石,1,古龍骨,2,0,1250
ウルズグリーヴβ,0,8,1,1,0,14,64,70,-4,4,1,-1,-3,瘴気耐性,2,屍套龍の命脈,1,,,,,,,死屍の龍鱗,5,屍套龍の堅殻,4,屍套龍の被膜,2,龍脈の結晶,6,84,大龍脈石,1,古龍骨,2,0,1260
キリンレガースα,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,属性解放／装填拡張,2,雷耐性,2,幻獣の恩寵,1,,,,,幻獣の上皮,3,幻獣の雷尾,3,ゴム質の堅殻,3,いにしえの龍骨,1,84,大龍脈石,1,古龍骨,2,0,1270
キリンレガースβ,0,8,1,1,0,14,64,70,-3,-2,4,-2,2,属性解放／装填拡張,2,幻獣の恩寵,1,,,,,,,幻獣の上皮,3,幻獣の雷尾,3,ゴム質の堅殻,3,いにしえの龍骨,1,84,大龍脈石,1,古龍骨,2,0,1280
ゼノラージフットα,0,8,1,0,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,強化持続,1,冥灯龍の神秘,1,,,,,冥灯龍の幽鱗,4,冥灯龍の白殻,4,冥灯龍の幽幕,2,風漂竜の逆鱗,1,92,大龍脈石,1,古龍骨,2,0,1290
ゼノラージフットβ,0,8,1,1,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,冥灯龍の神秘,1,,,,,,,冥灯龍の幽鱗,4,冥灯龍の白殻,4,冥灯龍の幽幕,2,風漂竜の逆鱗,1,92,大龍脈石,1,古龍骨,2,0,1300
ギルドクロスブーツα,0,8,1,0,0,15,62,68,0,0,0,0,0,飛燕,1,火耐性,2,ギルドの導き,1,,,,,撃龍王のコイン,2,飛竜コイン,2,闘技王のコイン,3,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1310
ギルドクロスブーツβ,0,8,3,0,0,15,62,68,0,0,0,0,0,飛燕,1,ギルドの導き,1,,,,,,,撃龍王のコイン,2,飛竜コイン,2,闘技王のコイン,3,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1320
シーカーパンツα,0,8,0,0,0,50,70,76,2,2,2,2,2,潜伏,2,滑走強化,1,調査団の導き,1,,,,,調査団チケット,1,不滅の龍鱗,5,禍々しい布,2,勇気の証Ｇ,2,90,大龍脈石,1,古龍骨,2,0,1330
シーカーパンツβ,0,8,2,0,0,50,70,76,2,2,2,2,2,潜伏,2,調査団の導き,1,,,,,,,調査団チケット,1,不滅の龍鱗,5,禍々しい布,2,勇気の証Ｇ,2,90,大龍脈石,1,古龍骨,2,0,1340
バンギスグリーヴα,0,7,0,0,0,13,58,70,1,1,-3,2,-3,早食い,2,破壊王,1,,,,,,,恐暴竜の黒鱗,3,恐暴竜の黒皮,4,恐暴竜の鉤爪,2,ギルオスの上皮,4,84,龍脈石,1,竜玉,1,0,1350
バンギスグリーヴβ,0,7,1,1,0,13,58,70,1,1,-3,2,-3,早食い,2,,,,,,,,,恐暴竜の黒鱗,3,恐暴竜の黒皮,4,恐暴竜の鉤爪,2,ギルオスの上皮,4,84,龍脈石,1,竜玉,1,0,1360
マムガイラグリーヴα,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,広域化,2,フルチャージ,2,,,,,,,爛輝龍の金鱗,12,爛輝龍の金殻,7,爛輝龍の金尾殻,4,屍套龍の宝玉,1,92,大龍脈石,1,古龍骨,2,0,1370
マムガイラグリーヴβ,0,8,2,1,0,16,72,78,4,-2,3,-4,-2,広域化,2,フルチャージ,1,,,,,,,爛輝龍の金鱗,12,爛輝龍の金殻,7,爛輝龍の金尾殻,4,屍套龍の宝玉,1,92,大龍脈石,1,古龍骨,2,0,1380
エンプレスグリーヴα,0,8,2,1,0,16,70,76,3,1,1,-3,-2,体力増強,2,広域化,2,炎妃龍の恩寵,1,,,,,炎王龍の堅殻,4,炎妃龍の翼,3,炎妃龍の尻尾,1,古龍の血,3,90,大龍脈石,1,古龍骨,2,0,1390
エンプレスグリーヴβ,0,8,2,2,0,16,70,76,3,1,1,-3,-2,体力増強,2,炎妃龍の恩寵,1,,,,,,,炎王龍の堅殻,4,炎妃龍の翼,3,炎妃龍の尻尾,1,古龍の血,3,90,大龍脈石,1,古龍骨,2,0,1400
ブロッサムブーツα,0,5,1,1,0,11,40,62,1,1,4,1,1,回復速度,1,,,,,,,,,開花チケット,3,カブレライト鉱石,2,,,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,1410
ダイバーブーツα,0,5,2,0,0,11,46,68,1,4,1,1,1,腹減り耐性,1,,,,,,,,,納涼チケット,1,カブレライト鉱石,1,上質な堅骨,1,,,84,龍脈石のかけら,1,いにしえの龍骨,1,0,1420
ハーベストライースα,0,6,2,1,0,13,52,72,4,1,1,1,1,キノコ大好き,1,,,,,,,,,豊穣チケット,1,堅竜骨,1,尖竜骨,1,,,84,龍脈石のかけら,1,鳥竜玉,1,0,1430
オリオンブーツα,0,6,3,1,0,13,58,78,1,1,1,4,1,火事場力,1,,,,,,,,,煌めきチケット,1,ユニオン鉱石,2,堅竜骨,1,,,90,龍脈石のかけら,1,鳥竜玉,1,0,1440
フルドレスブーツα,0,7,3,1,1,14,64,76,1,1,1,1,4,精霊の加護,1,アステラの祝福,1,,,,,,,感謝チケット,3,古龍骨,1,勇気の証G,2,,,90,龍脈石,1,竜玉,1,0,1450
パピオムガンバα,1,5,0,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,見切り,1,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1460
パピオムガンバβ,1,5,1,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,,,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1470
クインビートガンバα,2,5,0,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,見切り,1,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1480
クインビートガンバβ,2,5,1,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,,,,,,,,,昆虫図鑑【夏】,1,カンタロスの堅殻,1,カブレライト鉱石,2,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1490
ウルズグリーヴγ,0,8,3,1,0,50,72,78,-4,4,1,-1,-3,フルチャージ,1,回復速度,1,屍套龍の命脈,1,,,,,屍套龍チケット,1,屍套龍の堅殻,5,屍套龍の鋭牙,3,屍套龍の尻尾,2,92,大龍脈石,1,古龍骨,2,0,1500
キリンレガースγ,0,8,3,0,0,50,72,78,-3,-2,4,-2,2,属性やられ耐性,1,雷属性攻撃強化,2,幻獣の恩寵,1,,,,,幻獣チケット,1,幻獣の上皮,3,幻獣のたてがみ,4,ノヴァクリスタル,1,92,大龍脈石,1,古龍骨,2,0,1510
カイザーグリーヴγ,0,8,3,1,0,50,72,78,3,-3,1,-3,1,見切り,2,炎王龍の武技,1,,,,,,,炎王龍チケット,1,獄炎の龍鱗,4,炎王龍の堅殻,4,炎龍の尖爪,4,92,大龍脈石,1,古龍骨,2,0,1520
クシャナペイルγ,0,8,3,0,0,50,72,78,0,2,-3,4,-2,回避性能,2,鋼龍の飛翔,1,,,,,,,鋼龍チケット,1,鋼龍の堅殻,5,鋼龍の尖角,2,鋼龍の尻尾,2,92,大龍脈石,1,古龍骨,2,0,1530
オーググリーヴγ,0,8,2,2,0,50,72,78,1,1,-3,1,-3,攻撃,3,滅尽龍の飢餓,1,,,,,,,滅尽龍チケット,1,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の尖爪,2,92,大龍脈石,1,古龍骨,2,0,1540
ゾラマグナフットγ,0,8,3,2,0,50,72,78,4,-3,-1,-2,-3,爆破属性強化,2,見切り,1,熔山龍の奥義,1,,,,,熔山龍チケット,1,熔山龍の岩殻,5,熔山龍のマグマ,2,熔山龍の背甲,1,92,大龍脈石,1,古龍骨,2,0,1550
ゼノラージフットγ,0,8,2,1,1,50,72,78,-3,2,2,2,-4,超会心,1,冥灯龍の神秘,1,,,,,,,冥灯龍チケット,1,冥灯龍の白殻,4,冥灯龍の幽爪,3,冥灯龍の幽玉,1,92,大龍脈石,1,古龍骨,2,0,1560
エンプレスグリーヴγ,0,8,3,0,0,50,70,76,3,1,1,-3,-2,耳栓,2,挑戦者,1,炎妃龍の恩寵,1,,,,,炎妃龍チケット,1,炎妃龍の上鱗,4,炎妃龍の堅殻,4,炎妃龍の宝玉,1,90,大龍脈石,1,古龍骨,2,0,1570
マムガイラグリーヴγ,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,挑戦者,2,熱ダメージ無効,1,,,,,,,爛輝龍の皇金塊,7,爛輝龍の金鱗,15,爛輝龍の金尾殻,8,爛輝龍の金煌玉,1,92,大龍脈石,1,古龍骨,2,0,1580
蒼星ノ将【具足】α,0,7,3,0,0,13,56,68,2,2,0,0,3,超会心,1,火竜の奥義,1,,,,,,,蒼星の宝玉,1,岩賊竜の上鱗,5,蒼火竜の堅殻,5,岩賊竜の尻尾,3,82,龍脈石,1,竜玉,1,0,1590
ダンテレザーα,0,8,1,1,0,14,64,70,3,-3,3,-3,3,弱点特効,2,,,,,,,,,レッドオーブ,1,炎王龍の堅殻,6,炎龍の翼,3,炎龍の宝玉,1,84,大龍脈石,1,古龍骨,2,0,1600
ドラケングリーヴα,0,8,2,0,0,16,72,78,-2,-2,3,-2,4,攻撃,2,超会心,1,竜騎士の証,1,,,,,魔獣のたてがみ,1,魔獣の堅骨,2,魔獣の裂爪,1,獄炎石,2,92,大龍脈石,1,古龍骨,2,0,1610
オリジングリーヴ,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,龍脈石のかけら,1,ユニオン鉱石,3,0,1620
ガーディアンブーツα,0,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,精霊の加護,1,,,,,,,※配布,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,1630
アーロイレッグα,0,5,2,0,0,11,46,68,1,1,1,1,1,スリンガー装填数ＵＰ,2,蛮顎竜の闘志,1,,,,,,,※ワンセット,0,,,,,,,84,龍脈石のかけら,1,いにしえの龍骨,1,1,1640
アーロイレッグγ,0,8,3,0,0,,64,70,1,1,1,1,1,スリンガー装填数ＵＰ,2,ランナー,1,蛮顎竜の闘志,1,,,,,※ワンセット,0,,,,,,,84,大龍脈石,1,古龍骨,2,1,1650
リュウレッグ,0,2,0,0,0,3,12,44,2,0,5,-3,2,防御,1,,,,,,,,,※ワンセット,0,,,,,,,70,龍脈石のかけら,1,ユニオン鉱石,3,1,1660
リュウレッグα,0,7,1,1,0,14,60,72,2,0,5,-3,2,防御,1,体術,1,火竜の奥義,1,,,,,※ワンセット,0,,,,,,,86,龍脈石,1,竜玉,1,1,1670
さくらレッグα,0,6,1,1,0,13,50,70,0,4,0,4,-2,防御,1,回避性能,1,桜火竜の奥義,1,,,,,※ワンセット,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,1,1680
ゲラルトレッグα,0,8,2,0,0,16,70,76,2,1,-2,-1,3,ランナー,2,見切り,2,ウィッチャーの心得,1,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1690
シリレッグα,0,8,2,1,0,50,70,76,-2,-1,2,1,3,回避性能,2,体術,2,,,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1700
防衛隊【脚甲】α,0,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,精霊の加護,1,,,,,,,※武具屋購入,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,
EXボーングリーヴα,0,9,3,0,0,M1,114,152,2,0,2,0,2,ＫＯ術,1,笛吹き名人,1,,,,,,,頑強な重骨,2,強竜骨,1,強固な岩骨,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボーングリーヴβ,0,9,4,0,0,M1,114,152,2,0,2,0,2,ＫＯ術,1,,,,,,,,,頑強な重骨,2,強竜骨,1,強固な岩骨,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイグリーヴα,0,9,3,0,0,M1,114,152,-2,0,-2,-2,0,砥石使用高速化,2,風圧耐性,1,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,霊脈の結晶,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイグリーヴβ,0,9,4,0,0,M1,114,152,-2,0,-2,-2,0,砥石使用高速化,1,風圧耐性,1,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,霊脈の結晶,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴグリーヴα,0,9,3,0,0,M1,116,154,-2,1,1,1,2,抜刀術【技】,1,麻痺耐性,1,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,1,頑強な重骨,1,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴグリーヴβ,0,9,4,1,0,M1,116,154,-2,1,1,1,2,抜刀術【技】,1,,,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,1,頑強な重骨,1,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスグリーヴα,0,9,2,1,0,M1,116,154,-1,-1,0,0,2,匠,1,龍属性攻撃強化,1,,,,,,,カンタロスの斬羽,1,モンスターの特濃,2,エルトライト鉱石,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスグリーヴβ,0,9,4,1,0,M1,116,154,-1,-1,0,0,2,匠,1,,,,,,,,,カンタロスの斬羽,1,モンスターの特濃,2,エルトライト鉱石,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガライーブーツα,0,9,2,1,0,M1,116,154,0,5,0,0,0,水場・深雪適応,2,水属性攻撃強化,2,,,,,,,咬魚の厚皮,２,咬魚の鋼ヒゲ,1,エルトライト鉱石,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガライーブーツβ,0,9,4,1,0,M1,116,154,0,5,0,0,0,水場・深雪適応,1,水属性攻撃強化,1,,,,,,,咬魚の厚皮,２,咬魚の鋼ヒゲ,1,エルトライト鉱石,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスグリーヴα,0,9,2,1,0,M1,116,154,-2,2,-1,-1,1,満足感,1,体力回復量ＵＰ,1,,,,,,,賊竜の厚皮,1,賊竜の厚鱗,1,賊竜の大たてがみ,1,ジャグラスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスグリーヴβ,0,9,4,1,0,M1,116,154,-2,2,-1,-1,1,満足感,1,,,,,,,,,賊竜の厚皮,1,賊竜の厚鱗,1,賊竜の大たてがみ,1,ジャグラスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィグリーヴα,0,9,3,0,0,M1,116,154,0,0,-3,-2,0,睡眠耐性,2,広域化,1,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の剛爪,1,デプスライト鉱石,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィグリーヴβ,0,9,4,0,0,M1,116,154,0,0,-3,-2,0,睡眠耐性,1,広域化,1,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の剛爪,1,デプスライト鉱石,2,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスグリーヴα,0,9,1,0,0,M1,116,154,0,-3,2,0,1,麻痺属性強化,2,属性解放／装填拡張,1,,,,,,,痺賊竜の厚皮,2,痺賊竜の重牙,2,痺賊竜の厚鱗,2,ギルオスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスグリーヴβ,0,9,4,0,0,M1,116,154,0,-3,2,0,1,麻痺属性強化,2,,,,,,,,,痺賊竜の厚皮,2,痺賊竜の重牙,2,痺賊竜の厚鱗,2,ギルオスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルグリーヴα,0,9,2,1,0,M1,120,158,2,0,-3,0,2,砲弾装填数ＵＰ,1,爆破属性強化,1,,,,,,,岩賊竜の厚皮,2,岩賊竜の靭尾,1,岩賊竜の剛爪,2,メランジェ鉱石,1,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルグリーヴβ,0,9,4,1,0,M1,120,158,2,0,-3,0,2,砲弾装填数ＵＰ,1,,,,,,,,,岩賊竜の厚皮,2,岩賊竜の靭尾,1,岩賊竜の剛爪,2,メランジェ鉱石,1,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルグリーヴα,0,9,2,0,0,M1,116,154,0,-3,0,1,0,見切り,2,アイテム使用強化,1,,,,,,,掻鳥の厚皮,2,掻鳥の厚鱗,1,ジャグラスの厚鱗,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルグリーヴβ,0,9,4,0,0,M1,116,154,0,-3,0,1,0,見切り,1,アイテム使用強化,1,,,,,,,掻鳥の厚皮,2,掻鳥の厚鱗,1,ジャグラスの厚鱗,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケグリーヴα,0,9,3,0,0,M1,118,156,0,3,-3,0,1,毒耐性,2,毒属性強化,2,,,,,,,毒妖鳥の重殻,2,毒妖鳥の厚鱗,2,毒妖鳥の特大喉袋,1,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケグリーヴβ,0,9,4,2,0,M1,118,156,0,3,-3,0,1,毒耐性,2,,,,,,,,,毒妖鳥の重殻,2,毒妖鳥の厚鱗,2,毒妖鳥の特大喉袋,1,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナグリーヴα,0,9,1,0,0,M4,132,170,0,3,-2,-3,0,アイテム使用強化,2,水属性攻撃強化,2,,,,,,,水妖鳥の重殻,3,水妖鳥の靭尾,1,水妖鳥の剛翼,1,特大水袋,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナグリーヴβ,0,9,4,1,0,M4,132,170,0,3,-2,-3,0,アイテム使用強化,2,,,,,,,,,水妖鳥の重殻,3,水妖鳥の靭尾,1,水妖鳥の剛翼,1,特大水袋,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスグリーヴα,0,9,3,1,0,M1,118,156,-3,-1,3,-1,0,気絶耐性,2,ランナー,1,,,,,,,土砂竜の重甲,2,土砂竜の重殻,2,土砂竜の剛爪,1,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスグリーヴβ,0,9,4,2,1,M1,118,156,-3,-1,3,-1,0,気絶耐性,2,,,,,,,,,土砂竜の重甲,2,土砂竜の重殻,2,土砂竜の剛爪,1,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラグリーヴα,0,9,2,0,0,M1,118,156,-1,2,-3,0,0,集中,2,水属性攻撃強化,1,,,,,,,泥魚竜の重殻,1,泥魚竜の重牙,2,泥魚竜の特上ヒレ,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラグリーヴβ,0,9,4,1,0,M1,118,156,-1,2,-3,0,0,集中,1,水属性攻撃強化,1,,,,,,,泥魚竜の重殻,1,泥魚竜の重牙,2,泥魚竜の特上ヒレ,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブラングリーヴα,0,9,2,0,0,M1,118,156,-3,0,-2,3,2,耳栓,2,氷属性攻撃強化,1,,,,,,,凍魚竜の重殻,2,凍魚竜の剛角,1,凍魚竜の特上ヒレ,2,グラシスメタル,3,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブラングリーヴβ,0,9,4,0,0,M1,118,156,-3,0,-2,3,2,耳栓,2,,,,,,,,,凍魚竜の重殻,2,凍魚竜の剛角,1,凍魚竜の特上ヒレ,2,グラシスメタル,3,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチグリーヴα,0,9,3,1,0,M1,120,158,0,-3,3,0,0,雷耐性,2,体術,1,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚皮膜,1,飛雷竜の雷光針,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチグリーヴβ,0,9,4,1,1,M1,120,158,0,-3,3,0,0,雷耐性,2,,,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚皮膜,1,飛雷竜の雷光針,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチグリーヴα,0,9,2,0,0,M3,132,148,1,3,-3,-2,1,回避性能,1,体術,1,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚皮膜,1,飛毒竜の猛毒針,1,ウルグの厚毛皮,3,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
