#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
ディアネロコイルβ,0,7,2,0,0,13,56,68,2,-3,0,-4,2,逆恨み,1,角竜の奥義,1,,,,,,,黒角竜の堅殻,4,黒角竜の堅甲,3,角竜の尾甲,2,ガストドンの尖角,3,82,龍脈石,1,竜玉,1,0,1050
ガンキンコイルα,0,7,1,1,0,13,60,72,4,-3,1,-2,-2,破壊王,1,雷耐性,1,爆鎚竜の守護,1,,,,,爆鎚竜の上鱗,4,爆鎚竜の堅殻,2,ユニオン鉱石,5,堅竜骨,5,86,龍脈石,1,竜玉,1,0,1060
ガンキンコイルβ,0,7,2,1,0,13,60,72,4,-3,1,-2,-2,破壊王,1,爆鎚竜の守護,1,,,,,,,爆鎚竜の上鱗,4,爆鎚竜の堅殻,2,ユニオン鉱石,5,堅竜骨,5,86,龍脈石,1,竜玉,1,0,1070
バゼルコイルα,0,7,1,0,0,13,58,70,3,1,-4,-2,-2,耳栓,2,ジャンプ鉄人,1,爆鱗竜の守護,1,,,,,爆鱗竜の堅殻,4,爆鱗竜の上鱗,4,爆鱗竜の爆腺,2,爆鎚竜の延髄,1,84,龍脈石,1,竜玉,1,0,1080
バゼルコイルβ,0,7,3,0,0,13,58,70,3,1,-4,-2,-2,耳栓,2,爆鱗竜の守護,1,,,,,,,爆鱗竜の堅殻,4,爆鱗竜の上鱗,4,爆鱗竜の爆腺,2,爆鎚竜の延髄,1,84,龍脈石,1,竜玉,1,0,1090
ダマスクコイルα,0,7,1,0,0,14,60,72,4,-2,0,0,0,集中,1,防御力ＤＯＷＮ耐性,2,,,,,,,古龍の血,2,ユニオン鉱石,3,岩賊竜の顎,3,獄炎石,1,86,龍脈石,1,竜玉,1,0,1100
ダマスクコイルβ,0,7,1,1,1,14,60,72,4,-2,0,0,0,集中,1,,,,,,,,,古龍の血,2,ユニオン鉱石,3,岩賊竜の顎,3,獄炎石,1,86,龍脈石,1,竜玉,1,0,1110
ドーベルコイルα,0,7,2,0,0,14,60,72,-2,0,-1,-1,4,龍耐性,2,攻撃,1,,,,,,,古龍骨,3,上質な堅骨,3,火竜の延髄,1,荒々しい蛮骨,3,86,龍脈石,1,竜玉,1,0,1120
ドーベルコイルβ,0,7,3,0,0,14,60,72,-2,0,-1,-1,4,龍耐性,2,,,,,,,,,古龍骨,3,上質な堅骨,3,火竜の延髄,1,荒々しい蛮骨,3,86,龍脈石,1,竜玉,1,0,1130
デスギアナーベルα,0,7,0,0,0,14,62,74,3,2,-2,3,-4,龍属性攻撃強化,2,集中,1,,,,,,,禍々しい布,2,荒々しい蛮骨,1,屍套龍の被膜,1,モンスターの濃汁,2,88,龍脈石,1,竜玉,1,0,1140
デスギアナーベルβ,0,7,1,1,0,14,62,74,3,2,-2,3,-4,龍属性攻撃強化,2,,,,,,,,,禍々しい布,2,荒々しい蛮骨,1,屍套龍の被膜,1,モンスターの濃汁,2,88,龍脈石,1,竜玉,1,0,1150
オーグコイルα,0,8,0,0,0,14,64,70,1,1,-3,1,-3,攻撃,2,スタミナ急速回復,1,滅尽龍の飢餓,1,,,,,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の再生殻,4,ノヴァクリスタル,1,84,大龍脈石,1,古龍骨,2,0,1160
オーグコイルβ,0,8,2,0,0,14,64,70,1,1,-3,1,-3,攻撃,2,滅尽龍の飢餓,1,,,,,,,滅尽龍の堅殻,4,不滅の龍鱗,4,滅尽龍の再生殻,4,ノヴァクリスタル,1,84,大龍脈石,1,古龍骨,2,0,1170
カイザーコイルα,0,8,0,0,0,14,64,70,3,-3,1,-3,1,爆破属性強化,2,弱点特効,1,炎王龍の武技,1,,,,,獄炎の龍鱗,4,炎王龍の堅殻,4,炎王龍のたてがみ,1,古龍の血,3,84,大龍脈石,1,古龍骨,2,0,1180
カイザーコイルβ,0,8,2,0,0,14,64,70,3,-3,1,-3,1,爆破属性強化,2,炎王龍の武技,1,,,,,,,獄炎の龍鱗,4,炎王龍の堅殻,4,炎王龍のたてがみ,1,古龍の血,3,84,大龍脈石,1,古龍骨,2,0,1190
クシャナアンダα,0,8,0,0,0,14,64,70,0,2,-3,4,-2,氷属性攻撃強化,2,回避距離ＵＰ,1,鋼龍の飛翔,1,,,,,鋼の上龍鱗,4,鋼龍の堅殻,4,鋼龍の尖角,2,カブレライト鉱石,5,84,大龍脈石,1,古龍骨,2,0,1200
クシャナアンダβ,0,8,1,1,0,14,64,70,0,2,-3,4,-2,氷属性攻撃強化,2,鋼龍の飛翔,1,,,,,,,鋼の上龍鱗,4,鋼龍の堅殻,4,鋼龍の尖角,2,カブレライト鉱石,5,84,大龍脈石,1,古龍骨,2,0,1210
ウルズコイルα,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,フルチャージ,1,瘴気耐性,1,屍套龍の命脈,1,,,,,屍套龍の堅殻,5,屍套龍の翼,4,屍套龍の被膜,2,古龍の血,3,84,大龍脈石,1,古龍骨,2,0,1220
ウルズコイルβ,0,8,1,1,0,14,64,70,-4,4,1,-1,-3,フルチャージ,1,屍套龍の命脈,1,,,,,,,屍套龍の堅殻,5,屍套龍の翼,4,屍套龍の被膜,2,古龍の血,3,84,大龍脈石,1,古龍骨,2,0,1230
キリンフープα,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,属性やられ耐性,1,属性解放／装填拡張,1,幻獣の恩寵,1,,,,,幻獣の上皮,4,幻獣のたてがみ,4,幻獣の蒼角,3,ノヴァクリスタル,1,84,大龍脈石,1,古龍骨,2,0,1240
キリンフープβ,0,8,1,1,1,14,64,70,-3,-2,4,-2,2,属性やられ耐性,1,幻獣の恩寵,1,,,,,,,幻獣の上皮,4,幻獣のたてがみ,4,幻獣の蒼角,3,ノヴァクリスタル,1,84,大龍脈石,1,古龍骨,2,0,1250
ゼノラージスパインα,0,8,2,0,0,16,72,78,-3,2,2,2,-4,属性やられ耐性,2,特殊射撃強化,1,冥灯龍の神秘,1,,,,,冥灯龍の白殻,4,冥灯龍の幽翼,2,冥灯龍の尻尾,2,惨爪竜の逆鱗,1,92,大龍脈石,1,古龍骨,2,0,1260
ゼノラージスパインβ,0,8,2,1,0,16,72,78,-3,2,2,2,-4,属性やられ耐性,2,冥灯龍の神秘,1,,,,,,,冥灯龍の白殻,4,冥灯龍の幽翼,2,冥灯龍の尻尾,2,惨爪竜の逆鱗,1,92,大龍脈石,1,古龍骨,2,0,1270
ギルドクロスコイルα,0,8,1,0,0,15,62,68,0,0,0,0,0,不屈,1,龍耐性,2,ギルドの導き,1,,,,,撃龍王のコイン,2,飛竜コイン,2,闘技王のコイン,3,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1280
ギルドクロスコイルβ,0,8,1,1,1,15,62,68,0,0,0,0,0,不屈,1,ギルドの導き,1,,,,,,,撃龍王のコイン,2,飛竜コイン,2,闘技王のコイン,3,勇気の証Ｇ,1,82,大龍脈石,1,古龍骨,2,0,1290
シーカーベルトα,0,8,1,0,0,50,70,76,2,2,2,2,2,キノコ大好き,1,運搬の達人,1,調査団の導き,1,,,,,調査団チケット,1,角竜の堅殻,8,オオツノアゲハ,3,勇気の証Ｇ,1,90,大龍脈石,1,古龍骨,2,0,1300
シーカーベルトβ,0,8,2,0,0,50,70,76,2,2,2,2,2,キノコ大好き,1,調査団の導き,1,,,,,,,調査団チケット,1,角竜の堅殻,8,オオツノアゲハ,3,勇気の証Ｇ,1,90,大龍脈石,1,古龍骨,2,0,1310
バンギスコイルβ,0,7,3,1,0,13,58,70,1,1,-3,2,-3,力の解放,1,,,,,,,,,恐暴竜の黒鱗,3,恐暴竜の黒皮,4,恐暴竜の唾液,2,ギルオスの上鱗,3,84,龍脈石,1,竜玉,1,0,1320
バンギスコイルα,0,7,1,0,0,13,58,70,1,1,-3,2,-3,力の解放,1,匠,1,,,,,,,恐暴竜の黒鱗,3,恐暴竜の黒皮,4,恐暴竜の唾液,2,ギルオスの上鱗,3,84,龍脈石,1,竜玉,1,0,1330
マムガイラコイルα,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,属性解放／装填拡張,1,匠,2,,,,,,,爛輝龍の金鱗,12,爛輝龍の金殻,7,爛輝龍の金尾殻,4,爛輝龍の金煌玉,1,92,大龍脈石,1,古龍骨,2,0,1340
マムガイラコイルβ,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,属性解放／装填拡張,1,匠,1,,,,,,,爛輝龍の金鱗,12,爛輝龍の金殻,7,爛輝龍の金尾殻,4,爛輝龍の金煌玉,1,92,大龍脈石,1,古龍骨,2,0,1350
エンプレスコイルα,0,8,2,1,0,16,70,76,3,1,1,-3,-2,整備,2,爆破属性強化,1,炎妃龍の恩寵,1,,,,,炎妃龍の上鱗,4,炎妃龍の堅殻,4,炎妃龍のたてがみ,2,ノヴァクリスタル,1,90,大龍脈石,1,古龍骨,2,0,1360
エンプレスコイルβ,0,8,2,2,0,16,70,76,3,1,1,-3,-2,整備,2,炎妃龍の恩寵,1,,,,,,,炎妃龍の上鱗,4,炎妃龍の堅殻,4,炎妃龍のたてがみ,2,ノヴァクリスタル,1,90,大龍脈石,1,古龍骨,2,0,1370
ブロッサムコートα,0,5,1,1,0,11,40,62,1,1,4,1,1,導蟲反応距離ＵＰ,1,,,,,,,,,開花チケット,3,カブレライト鉱石,1,,,,,78,龍脈石のかけら,1,いにしえの龍骨,1,0,1380
ダイバーベルトα,0,5,2,0,0,11,46,68,1,4,1,1,1,水場・深雪適応,1,,,,,,,,,納涼チケット,1,カブレライト鉱石,1,上質な堅骨,1,,,84,龍脈石のかけら,1,いにしえの龍骨,1,0,1390
ハーベストオッハα,0,6,2,1,0,13,52,72,4,1,1,1,1,体術,1,,,,,,,,,豊穣チケット,1,堅竜骨,2,尖竜骨,1,,,84,龍脈石のかけら,1,鳥竜玉,1,0,1400
オリオンコートα,0,6,3,1,0,13,58,78,1,1,1,4,1,体力増強,1,,,,,,,,,煌めきチケット,1,ユニオン鉱石,1,堅竜骨,1,,,90,龍脈石のかけら,1,鳥竜玉,1,0,1410
フルドレスコートα,0,7,3,1,1,14,64,76,1,1,1,1,4,スリンガー装填数ＵＰ,1,アステラの祝福,1,,,,,,,感謝チケット,3,古龍骨,1,勇気の証G,2,,,90,龍脈石,1,竜玉,1,0,1420
パピオムアンカα,1,5,1,0,0,11,42,64,-1,-1,2,0,2,防御,2,ランナー,1,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1430
パピオムアンカβ,1,5,3,0,0,11,42,64,-1,-1,2,0,2,防御,2,,,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1440
クインビートアンカα,2,5,1,0,0,11,42,64,-1,-1,2,0,2,防御,2,ランナー,1,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1450
クインビートアンカβ,2,5,3,0,0,11,42,64,-1,-1,2,0,2,防御,2,,,,,,,,,昆虫図鑑【夏】,1,ランゴスタの堅殻,1,龍脈の結晶,3,上質な堅骨,1,80,龍脈石のかけら,1,いにしえの龍骨,1,0,1460
ウルズコイルγ,0,8,2,1,1,50,72,78,-4,4,1,-1,-3,回復速度,2,龍属性攻撃強化,1,屍套龍の命脈,1,,,,,屍套龍チケット,1,屍套龍の堅殻,5,屍套龍の翼,4,屍套龍の被膜,3,92,大龍脈石,1,古龍骨,2,0,1470
キリンフープγ,0,8,1,1,0,50,72,78,-3,-2,4,-2,2,ランナー,2,幻獣の恩寵,1,,,,,,,幻獣チケット,1,幻獣の上皮,3,幻獣の蒼角,1,古龍骨,3,92,大龍脈石,1,古龍骨,2,0,1480
カイザーコイルγ,0,8,1,1,0,50,72,78,3,-3,1,-3,1,力の解放,3,炎王龍の武技,1,,,,,,,炎王龍チケット,1,炎王龍の尖角,3,獄炎の龍鱗,6,炎龍の宝玉,1,92,大龍脈石,1,古龍骨,2,0,1490
クシャナアンダγ,0,8,1,1,0,50,72,78,0,2,-3,4,-2,匠,2,鋼龍の飛翔,1,,,,,,,鋼龍チケット,1,鋼龍の堅殻,5,鋼の上龍鱗,4,鋼龍の翼,3,92,大龍脈石,1,古龍骨,2,0,1500
オーグコイルγ,0,8,3,1,0,50,72,78,1,1,-3,1,-3,渾身,1,挑戦者,1,滅尽龍の飢餓,1,,,,,滅尽龍チケット,1,滅尽龍の堅殻,4,滅尽龍の大角,1,滅尽龍の尻尾,2,92,大龍脈石,1,古龍骨,2,0,1510
ゾラマグナスパインγ,0,8,3,2,0,50,72,78,4,-3,-1,-2,-3,ボマー,2,見切り,1,熔山龍の奥義,1,,,,,熔山龍チケット,1,熔山龍の岩殻,4,熔山龍の胸殻,2,熔山龍の背甲,1,92,大龍脈石,1,古龍骨,2,0,1520
ゼノラージスパインγ,0,8,3,1,0,50,72,78,-3,2,2,2,-4,超会心,1,冥灯龍の神秘,1,,,,,,,冥灯龍チケット,1,冥灯龍の幽角,3,冥灯龍の幽鱗,6,冥灯龍の幽玉,1,92,大龍脈石,1,古龍骨,2,0,1530
エンプレスコイルγ,0,8,3,0,0,50,70,76,3,1,1,-3,-2,回避性能,2,体力増強,2,炎妃龍の恩寵,1,,,,,炎妃龍チケット,1,炎妃龍の尖角,2,炎妃龍の上鱗,4,炎妃龍のたてがみ,2,90,大龍脈石,1,古龍骨,2,0,1540
マムガイラコイルγ,0,8,3,0,0,16,72,78,4,-2,3,-4,-2,超会心,1,弱点特効,1,,,,,,,爛輝龍の皇金塊,7,爛輝龍の金鱗,15,爛輝龍の金殻,12,爛輝龍の金尾殻,8,92,大龍脈石,1,古龍骨,2,0,1550
蒼星ノ将【腰当て】α,0,7,2,0,0,13,56,68,2,2,0,0,3,匠,1,火竜の奥義,1,,,,,,,蒼星の宝玉,1,蒼火竜の上鱗,6,蒼火竜の堅殻,5,蒼火竜の尻尾,3,82,龍脈石,1,竜玉,1,0,1560
ダンテベルトα,0,8,3,0,0,14,64,70,3,-3,3,-3,3,回避性能,1,力の解放,1,,,,,,,レッドオーブ,1,火竜の堅殻,6,火竜の翼,3,火竜の逆鱗,1,84,大龍脈石,1,古龍骨,2,0,1570
ドラケンコイルα,0,8,3,0,0,16,72,78,-2,-2,3,-2,4,見切り,2,強化持続,1,竜騎士の証,1,,,,,魔獣のたてがみ,1,魔獣の堅骨,2,魔獣の尻尾,1,ノヴァクリスタル,2,92,大龍脈石,1,古龍骨,2,0,1580
オリジンコイル,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,龍脈石のかけら,1,ユニオン鉱石,3,0,1590
ガーディアンコイルα,0,6,1,0,0,1,50,70,2,0,0,2,3,体力増強,2,精霊の加護,1,,,,,,,※配布,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,1600
アーロイウエストα,0,5,3,0,0,11,46,68,1,1,1,1,1,潜伏,2,蛮顎竜の闘志,1,,,,,,,※ワンセット,0,,,,,,,84,龍脈石のかけら,1,いにしえの龍骨,1,1,1610
アーロイウエストγ,0,8,3,1,0,50,64,70,1,1,1,1,1,潜伏,2,弱点特効,1,蛮顎竜の闘志,1,,,,,※ワンセット,0,,,,,,,84,大龍脈石,1,古龍骨,2,1,1620
リュウウエスト,0,2,0,0,0,3,12,44,2,0,5,-3,2,力の解放,1,,,,,,,,,※ワンセット,0,,,,,,,70,龍脈石のかけら,1,ユニオン鉱石,3,1,1630
リュウウエストα,0,7,3,0,0,14,60,72,2,0,5,-3,2,挑戦者,1,火竜の奥義,1,,,,,,,※ワンセット,0,,,,,,,86,龍脈石,1,竜玉,1,1,1640
さくらウエストα,0,6,3,0,0,13,50,70,0,4,0,4,-2,力の解放,1,桜火竜の奥義,1,,,,,,,※ワンセット,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,1,1650
ゲラルトウエストα,0,8,2,0,0,16,70,76,2,1,-2,-1,3,ボマー,2,弱点特効,1,ウィッチャーの心得,1,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1660
シリウエストα,0,8,2,0,0,50,70,76,-2,-1,2,1,3,属性解放／装填拡張,1,回避距離ＵＰ,1,,,,,,,※ワンセット,0,,,,,,,90,大龍脈石,1,古龍骨,2,1,1670
防衛隊【帯甲】α,0,6,1,0,0,1,50,70,2,0,0,2,3,体力増強,2,精霊の加護,1,,,,,,,※武具屋購入,0,,,,,,,82,龍脈石のかけら,1,鳥竜玉,1,0,
EXボーンコイルα,0,9,3,0,0,M1,114,152,2,0,2,0,2,笛吹き名人,1,破壊王,1,,,,,,,頑強な重骨,1,強竜骨,1,太古の大骨,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボーンコイルβ,0,9,4,1,0,M1,114,152,2,0,2,0,2,笛吹き名人,1,,,,,,,,,頑強な重骨,1,強竜骨,1,太古の大骨,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイコイルα,0,9,3,0,0,M1,114,152,-2,0,-2,-2,0,毒耐性,2,風圧耐性,1,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,霊脈の結晶,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXアロイコイルβ,0,9,4,0,0,M1,114,152,-2,0,-2,-2,0,毒耐性,1,風圧耐性,1,,,,,,,エルトライト鉱石,1,カブレライト鉱石,2,霊脈の結晶,1,,,172,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴコイルα,0,9,3,0,0,M1,116,154,-2,1,1,1,2,麻痺耐性,2,納刀術,1,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,2,頑強な重骨,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXランゴコイルβ,0,9,4,1,0,M1,116,154,-2,1,1,1,2,麻痺耐性,1,,,,,,,,,ランゴスタの斬羽,1,モンスターの特濃,2,頑強な重骨,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスコイルα,0,9,2,0,0,M1,116,154,-1,-1,0,0,2,弱点特効,1,腹減り耐性,1,,,,,,,カンタロスの斬羽,1,モンスターの特濃,2,エルトライト鉱石,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXタロスコイルβ,0,9,4,1,0,M1,116,154,-1,-1,0,0,2,弱点特効,1,,,,,,,,,カンタロスの斬羽,1,モンスターの特濃,2,エルトライト鉱石,2,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスコイルα,0,9,2,1,0,M1,116,154,-2,2,-1,-1,1,体力回復量ＵＰ,1,早食い,1,,,,,,,賊竜の厚皮,1,賊竜の厚鱗,1,賊竜の大たてがみ,1,ジャグラスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャグラスコイルβ,0,9,4,1,0,M1,116,154,-2,2,-1,-1,1,体力回復量ＵＰ,1,,,,,,,,,賊竜の厚皮,1,賊竜の厚鱗,1,賊竜の大たてがみ,1,ジャグラスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィコイルα,0,9,2,0,0,M1,116,154,0,0,-3,-2,0,広域化,2,水属性攻撃強化,2,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の剛爪,1,シャムオスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXツィツィコイルβ,0,9,4,1,0,M1,116,154,0,0,-3,-2,0,広域化,2,,,,,,,,,眩鳥の厚皮,2,眩鳥の厚鱗,1,眩鳥の剛爪,1,シャムオスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスコイルα,0,9,3,0,0,M1,116,154,0,-3,2,0,1,瘴気環境適応,1,麻痺属性強化,2,,,,,,,痺賊竜の厚皮,2,痺賊竜の靭尾,1,濃縮麻痺袋,1,ギルオスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXギルオスコイルβ,0,9,4,2,0,M1,116,154,0,-3,2,0,1,瘴気環境適応,1,,,,,,,,,痺賊竜の厚皮,2,痺賊竜の靭尾,1,濃縮麻痺袋,1,ギルオスの厚鱗,1,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルコイルα,0,9,2,1,0,M1,120,158,2,0,-3,0,2,砲術,2,爆破やられ耐性,1,,,,,,,岩賊竜の厚皮,2,岩賊竜の厚鱗,2,岩賊竜の大顎,1,エルトライト鉱石,2,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXガマルコイルβ,0,9,4,1,0,M1,120,158,2,0,-3,0,2,砲術,2,,,,,,,,,岩賊竜の厚皮,2,岩賊竜の厚鱗,2,岩賊竜の大顎,1,エルトライト鉱石,2,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルコイルα,0,9,3,0,0,M1,116,154,0,-3,0,1,0,アイテム使用強化,2,見切り,1,,,,,,,掻鳥の厚皮,2,掻鳥の巨大クチバシ,1,ジャグラスの厚鱗,1,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXクルルコイルβ,0,9,4,1,0,M1,116,154,0,-3,0,1,0,アイテム使用強化,2,,,,,,,,,掻鳥の厚皮,2,掻鳥の巨大クチバシ,1,ジャグラスの厚鱗,1,,,174,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケコイルα,0,9,3,0,0,M1,118,156,0,3,-3,0,1,毒属性強化,2,アイテム使用強化,1,,,,,,,毒妖鳥の重殻,2,毒妖鳥の靭尾,1,毒妖鳥の剛翼,1,激烈毒袋,2,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケプケコイルβ,0,9,4,1,0,M1,118,156,0,3,-3,0,1,毒属性強化,1,アイテム使用強化,1,,,,,,,毒妖鳥の重殻,2,毒妖鳥の靭尾,1,毒妖鳥の剛翼,1,激烈毒袋,2,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナコイルα,0,9,2,0,0,M4,132,170,0,3,-2,-3,0,水属性攻撃強化,2,破壊王,1,,,,,,,水妖鳥の重殻,3,水妖鳥の厚鱗,2,水妖鳥の特大水袋,1,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXプケラグーナコイルβ,0,9,4,0,0,M4,132,170,0,3,-2,-3,0,水属性攻撃強化,1,破壊王,1,,,,,,,水妖鳥の重殻,3,水妖鳥の厚鱗,2,水妖鳥の特大水袋,1,,,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスコイルα,0,9,1,0,0,M1,118,156,-3,-1,3,-1,0,挑戦者,2,ガード性能,1,,,,,,,土砂竜の重甲,2,土砂竜の重頭殻,1,土砂竜の剛爪,1,豊沃なドロ,1,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXボロスコイルβ,0,9,4,0,0,M1,118,156,-3,-1,3,-1,0,挑戦者,2,,,,,,,,,土砂竜の重甲,2,土砂竜の重頭殻,1,土砂竜の剛爪,1,豊沃なドロ,1,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラコイルα,0,9,3,0,0,M1,118,156,-1,2,-3,0,0,氷耐性,2,力の解放,1,,,,,,,泥魚竜の重殻,1,泥魚竜の厚鱗,1,特大水袋,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジュラコイルβ,0,9,4,1,0,M1,118,156,-1,2,-3,0,0,氷耐性,2,,,,,,,,,泥魚竜の重殻,1,泥魚竜の厚鱗,1,特大水袋,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブランコイルα,0,9,2,0,0,M1,118,156,-3,0,-2,3,2,体力増強,2,耳栓,2,,,,,,,凍魚竜の重殻,2,凍魚竜の厚鱗,1,瞬間凍結袋,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXブランコイルβ,0,9,4,1,0,M1,118,156,-3,0,-2,3,2,体力増強,2,耳栓,1,,,,,,,凍魚竜の重殻,2,凍魚竜の厚鱗,1,瞬間凍結袋,2,,,176,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチコイルα,0,9,3,1,0,M1,120,158,0,-3,3,0,0,雷属性攻撃強化,2,雷耐性,1,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚鱗,2,雷電袋,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXカガチコイルβ,0,9,4,1,0,M1,120,158,0,-3,3,0,0,雷属性攻撃強化,2,,,,,,,,,飛雷竜の厚毛皮,2,飛雷竜の厚鱗,2,雷電袋,1,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチコイルα,0,9,2,0,0,M3,132,148,1,3,-3,-2,1,体術,1,納刀術,1,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚鱗,1,飛毒竜の厚皮膜,2,激烈毒袋,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXベニカガチコイルβ,0,9,4,1,0,M3,132,148,1,3,-3,-2,1,体術,1,,,,,,,,,飛毒竜の厚毛皮,2,飛毒竜の厚鱗,1,飛毒竜の厚皮膜,2,激烈毒袋,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタコイルα,0,9,2,2,0,M1,128,166,0,-1,-2,3,0,砲弾装填数ＵＰ,1,防御,2,,,,,,,デプスライト鉱石,1,メランジェ鉱石,1,エルトライト鉱石,2,,,186,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXハイメタコイルβ,0,9,4,2,0,M1,128,166,0,-1,-2,3,0,砲弾装填数ＵＰ,1,防御,1,,,,,,,デプスライト鉱石,1,メランジェ鉱石,1,エルトライト鉱石,2,,,186,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバロコイルα,0,9,3,0,0,M3,130,168,-2,2,-1,3,-3,キノコ大好き,1,攻めの守勢,1,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,1,凍てついた氷骨,2,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXバフバロコイルβ,0,9,4,1,0,M3,130,168,-2,2,-1,3,-3,キノコ大好き,1,,,,,,,,,猛牛竜の重甲,2,猛牛竜の重殻,1,凍てついた氷骨,2,,,178,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナフコイルα,0,9,3,1,0,M4,132,170,3,-3,-1,-1,0,火耐性,2,砲術,1,蛮顎竜の覇気,1,,,,,蛮顎竜の厚毛皮,2,蛮顎竜の厚鱗,1,蛮顎竜の重牙,2,強靭な爪,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
EXジャナフコイルβ,0,9,4,2,0,M4,132,170,3,-3,-1,-1,0,火耐性,2,蛮顎竜の覇気,1,,,,,,,蛮顎竜の厚毛皮,2,蛮顎竜の厚鱗,1,蛮顎竜の重牙,2,強靭な爪,2,190,霊脈玉のかけら,1,いにしえの巨龍骨,1,0,
